CustomerID,FirstTransactionMonth,FirstTransactionDate
14348.0,2011-03-01,2011-03-24
14349.0,2011-11-01,2011-11-29
14350.0,2011-03-01,2011-03-10
14351.0,2011-06-01,2011-06-28
14352.0,2011-03-01,2011-03-11
14353.0,2011-05-01,2011-05-08
14354.0,2011-11-01,2011-11-09
14355.0,2010-12-01,2010-12-09
14356.0,2011-09-01,2011-09-19
14357.0,2011-10-01,2011-10-27
14359.0,2011-09-01,2011-09-13
14360.0,2011-09-01,2011-09-06
14362.0,2011-11-01,2011-11-17
14364.0,2011-05-01,2011-05-12
14367.0,2011-03-01,2011-03-08
14368.0,2011-01-01,2011-01-24
14371.0,2011-02-01,2011-02-17
14373.0,2010-12-01,2010-12-16
14375.0,2011-06-01,2011-06-07
14377.0,2011-03-01,2011-03-22
14379.0,2011-02-01,2011-02-17
14381.0,2011-10-01,2011-10-18
14382.0,2011-11-01,2011-11-13
14383.0,2011-06-01,2011-06-29
14385.0,2011-11-01,2011-11-16
14386.0,2011-02-01,2011-02-16
14387.0,2011-08-01,2011-08-22
14388.0,2010-12-01,2010-12-02
14389.0,2011-06-01,2011-06-02
14390.0,2010-12-01,2010-12-02
14393.0,2011-05-01,2011-05-05
14395.0,2010-12-01,2010-12-02
14396.0,2010-12-01,2010-12-03
14397.0,2011-05-01,2011-05-10
14400.0,2011-07-01,2011-07-13
14401.0,2010-12-01,2010-12-15
14403.0,2011-04-01,2011-04-06
14404.0,2010-12-01,2010-12-05
14406.0,2011-08-01,2011-08-12
14407.0,2011-03-01,2011-03-08
14408.0,2011-03-01,2011-03-20
14409.0,2010-12-01,2010-12-06
14410.0,2011-02-01,2011-02-07
14411.0,2011-02-01,2011-02-02
14412.0,2011-09-01,2011-09-28
14413.0,2010-12-01,2010-12-12
14414.0,2010-12-01,2010-12-16
14415.0,2010-12-01,2010-12-14
14416.0,2011-10-01,2011-10-28
14418.0,2011-08-01,2011-08-23
14419.0,2010-12-01,2010-12-10
14420.0,2011-09-01,2011-09-01
14421.0,2011-05-01,2011-05-12
14422.0,2011-03-01,2011-03-17
14423.0,2011-05-01,2011-05-05
14424.0,2011-11-01,2011-11-22
14426.0,2011-01-01,2011-01-31
14427.0,2011-10-01,2011-10-07
14428.0,2011-01-01,2011-01-18
14431.0,2011-02-01,2011-02-10
14432.0,2011-09-01,2011-09-11
14434.0,2011-09-01,2011-09-28
14436.0,2011-09-01,2011-09-02
14437.0,2010-12-01,2010-12-09
14438.0,2011-02-01,2011-02-06
14439.0,2011-01-01,2011-01-24
14440.0,2010-12-01,2010-12-09
14441.0,2011-03-01,2011-03-29
14442.0,2011-01-01,2011-01-27
14443.0,2010-12-01,2010-12-06
14446.0,2011-04-01,2011-04-07
14447.0,2011-03-01,2011-03-04
14448.0,2010-12-01,2010-12-10
14449.0,2010-12-01,2010-12-02
14450.0,2011-01-01,2011-01-23
14451.0,2011-05-01,2011-05-29
14452.0,2011-09-01,2011-09-07
14453.0,2011-06-01,2011-06-02
14456.0,2011-07-01,2011-07-20
14457.0,2011-02-01,2011-02-02
14459.0,2011-07-01,2011-07-07
14460.0,2011-02-01,2011-02-02
14461.0,2011-03-01,2011-03-23
14462.0,2011-01-01,2011-01-04
14463.0,2011-05-01,2011-05-18
14465.0,2011-02-01,2011-02-10
14466.0,2010-12-01,2010-12-02
14467.0,2011-01-01,2011-01-31
14470.0,2011-02-01,2011-02-25
14472.0,2010-12-01,2010-12-19
14473.0,2011-03-01,2011-03-02
14474.0,2011-10-01,2011-10-24
14475.0,2011-02-01,2011-02-08
14476.0,2011-03-01,2011-03-27
14477.0,2011-02-01,2011-02-15
14479.0,2010-12-01,2010-12-09
14480.0,2011-11-01,2011-11-28
14481.0,2011-02-01,2011-02-25
14482.0,2011-04-01,2011-04-14
14483.0,2011-03-01,2011-03-03
14484.0,2011-10-01,2011-10-20
14485.0,2011-11-01,2011-11-01
14487.0,2010-12-01,2010-12-06
14488.0,2011-10-01,2011-10-03
14489.0,2011-05-01,2011-05-16
14491.0,2010-12-01,2010-12-02
14493.0,2011-07-01,2011-07-07
14494.0,2011-11-01,2011-11-14
14495.0,2011-08-01,2011-08-10
14496.0,2010-12-01,2010-12-01
14497.0,2011-02-01,2011-02-03
14498.0,2010-12-01,2010-12-13
14499.0,2011-03-01,2011-03-06
14500.0,2011-06-01,2011-06-03
14501.0,2011-01-01,2011-01-24
14502.0,2011-01-01,2011-01-30
14503.0,2011-06-01,2011-06-14
14504.0,2011-03-01,2011-03-06
14505.0,2010-12-01,2010-12-12
14506.0,2010-12-01,2010-12-05
14507.0,2011-03-01,2011-03-08
14508.0,2011-09-01,2011-09-11
14511.0,2011-07-01,2011-07-29
14512.0,2011-04-01,2011-04-21
14513.0,2011-02-01,2011-02-24
14514.0,2011-01-01,2011-01-12
14515.0,2011-05-01,2011-05-05
14517.0,2011-07-01,2011-07-21
14518.0,2011-10-01,2011-10-06
14520.0,2011-02-01,2011-02-22
14522.0,2011-05-01,2011-05-25
14523.0,2011-08-01,2011-08-23
14524.0,2010-12-01,2010-12-14
14525.0,2010-12-01,2010-12-13
14527.0,2010-12-01,2010-12-05
14528.0,2011-11-01,2011-11-02
14529.0,2011-08-01,2011-08-21
14530.0,2011-02-01,2011-02-16
14532.0,2010-12-01,2010-12-22
14533.0,2010-12-01,2010-12-22
14534.0,2011-01-01,2011-01-25
14535.0,2011-04-01,2011-04-05
14536.0,2011-03-01,2011-03-25
14537.0,2011-10-01,2011-10-13
14538.0,2011-03-01,2011-03-28
14539.0,2011-10-01,2011-10-26
14540.0,2011-02-01,2011-02-03
14541.0,2011-01-01,2011-01-24
14542.0,2011-06-01,2011-06-07
14543.0,2010-12-01,2010-12-10
14544.0,2010-12-01,2010-12-13
14546.0,2011-04-01,2011-04-05
14547.0,2011-10-01,2011-10-16
14548.0,2011-01-01,2011-01-26
14549.0,2011-02-01,2011-02-01
14550.0,2011-10-01,2011-10-26
14551.0,2011-05-01,2011-05-19
14552.0,2011-07-01,2011-07-11
14553.0,2011-01-01,2011-01-04
14554.0,2011-10-01,2011-10-18
14555.0,2011-02-01,2011-02-10
14557.0,2011-09-01,2011-09-15
14560.0,2010-12-01,2010-12-17
14561.0,2011-06-01,2011-06-08
14562.0,2011-02-01,2011-02-08
14565.0,2010-12-01,2010-12-13
14566.0,2011-08-01,2011-08-21
14567.0,2011-08-01,2011-08-01
14569.0,2011-12-01,2011-12-08
14570.0,2011-03-01,2011-03-04
14572.0,2011-01-01,2011-01-19
14573.0,2010-12-01,2010-12-02
14576.0,2010-12-01,2010-12-02
14577.0,2010-12-01,2010-12-12
14578.0,2011-12-01,2011-12-06
14581.0,2011-11-01,2011-11-23
14582.0,2011-10-01,2011-10-30
14583.0,2011-05-01,2011-05-18
14584.0,2011-05-01,2011-05-25
14585.0,2011-10-01,2011-10-20
14586.0,2011-03-01,2011-03-08
14587.0,2011-01-01,2011-01-12
14589.0,2010-12-01,2010-12-03
14591.0,2011-05-01,2011-05-10
14592.0,2011-10-01,2011-10-06
14593.0,2011-05-01,2011-05-25
14594.0,2010-12-01,2010-12-01
14595.0,2011-01-01,2011-01-30
14597.0,2011-06-01,2011-06-01
14598.0,2011-10-01,2011-10-26
14600.0,2011-02-01,2011-02-07
14601.0,2011-11-01,2011-11-29
14603.0,2011-03-01,2011-03-10
14606.0,2010-12-01,2010-12-01
14607.0,2011-03-01,2011-03-23
14608.0,2010-12-01,2010-12-12
14609.0,2011-02-01,2011-02-16
14616.0,2011-01-01,2011-01-26
14618.0,2011-01-01,2011-01-06
14619.0,2011-04-01,2011-04-08
14620.0,2011-03-01,2011-03-01
14621.0,2010-12-01,2010-12-16
14622.0,2011-06-01,2011-06-08
14623.0,2011-04-01,2011-04-18
14624.0,2011-10-01,2011-10-11
14625.0,2010-12-01,2010-12-13
14626.0,2011-04-01,2011-04-20
14628.0,2011-04-01,2011-04-11
14629.0,2011-10-01,2011-10-23
14631.0,2011-02-01,2011-02-14
14632.0,2011-03-01,2011-03-22
14633.0,2011-03-01,2011-03-18
14636.0,2011-03-01,2011-03-16
14638.0,2011-10-01,2011-10-20
14639.0,2010-12-01,2010-12-13
14640.0,2011-04-01,2011-04-26
14641.0,2011-11-01,2011-11-18
14642.0,2011-10-01,2011-10-12
14643.0,2010-12-01,2010-12-16
14644.0,2011-02-01,2011-02-14
14645.0,2011-03-01,2011-03-09
14646.0,2010-12-01,2010-12-20
14647.0,2011-05-01,2011-05-22
14649.0,2011-05-01,2011-05-11
14651.0,2011-05-01,2011-05-12
14652.0,2011-09-01,2011-09-23
14653.0,2011-01-01,2011-01-05
14655.0,2011-05-01,2011-05-01
14656.0,2011-03-01,2011-03-01
14657.0,2011-01-01,2011-01-17
14658.0,2011-08-01,2011-08-14
14659.0,2011-01-01,2011-01-28
14660.0,2011-08-01,2011-08-31
14661.0,2011-11-01,2011-11-13
14662.0,2011-01-01,2011-01-27
14664.0,2011-11-01,2011-11-06
14665.0,2011-02-01,2011-02-02
14666.0,2011-11-01,2011-11-15
14667.0,2010-12-01,2010-12-06
14669.0,2011-01-01,2011-01-11
14670.0,2011-03-01,2011-03-04
14672.0,2011-01-01,2011-01-07
14673.0,2010-12-01,2010-12-07
14675.0,2011-11-01,2011-11-23
14676.0,2011-03-01,2011-03-01
14680.0,2010-12-01,2010-12-03
14681.0,2011-05-01,2011-05-12
14682.0,2011-05-01,2011-05-22
14684.0,2010-12-01,2010-12-12
14687.0,2011-08-01,2011-08-25
14688.0,2010-12-01,2010-12-01
14689.0,2011-05-01,2011-05-15
14690.0,2011-07-01,2011-07-11
14691.0,2011-05-01,2011-05-11
14692.0,2011-01-01,2011-01-21
14693.0,2011-03-01,2011-03-20
14696.0,2010-12-01,2010-12-01
14697.0,2011-05-01,2011-05-05
14698.0,2011-10-01,2011-10-19
14699.0,2011-05-01,2011-05-09
14700.0,2011-04-01,2011-04-15
14701.0,2011-01-01,2011-01-27
14702.0,2010-12-01,2010-12-09
14703.0,2011-11-01,2011-11-25
14704.0,2011-06-01,2011-06-12
14705.0,2011-05-01,2011-05-25
14708.0,2010-12-01,2010-12-06
14709.0,2010-12-01,2010-12-16
14710.0,2011-10-01,2011-10-11
14711.0,2011-03-01,2011-03-22
14712.0,2011-08-01,2011-08-19
14713.0,2010-12-01,2010-12-09
14714.0,2011-11-01,2011-11-15
14715.0,2011-01-01,2011-01-12
14716.0,2011-07-01,2011-07-14
14719.0,2011-04-01,2011-04-04
14720.0,2011-08-01,2011-08-05
14722.0,2011-07-01,2011-07-15
14723.0,2010-12-01,2010-12-03
14725.0,2011-11-01,2011-11-15
14727.0,2011-03-01,2011-03-10
14729.0,2010-12-01,2010-12-01
14730.0,2011-03-01,2011-03-08
14731.0,2011-05-01,2011-05-11
14732.0,2011-01-01,2011-01-04
14733.0,2010-12-01,2010-12-07
14735.0,2010-12-01,2010-12-16
14737.0,2010-12-01,2010-12-21
14738.0,2011-01-01,2011-01-27
14739.0,2010-12-01,2010-12-07
14740.0,2011-03-01,2011-03-01
14741.0,2010-12-01,2010-12-02
14744.0,2010-12-01,2010-12-08
14745.0,2011-02-01,2011-02-27
14747.0,2011-04-01,2011-04-04
14748.0,2010-12-01,2010-12-06
14752.0,2011-10-01,2011-10-27
14753.0,2011-09-01,2011-09-13
14754.0,2011-02-01,2011-02-17
14755.0,2011-01-01,2011-01-09
14756.0,2011-11-01,2011-11-24
14757.0,2011-09-01,2011-09-25
14758.0,2011-03-01,2011-03-25
14759.0,2011-04-01,2011-04-21
14760.0,2011-02-01,2011-02-15
14761.0,2011-01-01,2011-01-09
14762.0,2011-03-01,2011-03-21
14764.0,2011-10-01,2011-10-24
14765.0,2011-06-01,2011-06-16
14766.0,2010-12-01,2010-12-08
14768.0,2011-08-01,2011-08-04
14769.0,2010-12-01,2010-12-17
14770.0,2011-01-01,2011-01-20
14772.0,2011-08-01,2011-08-19
14775.0,2010-12-01,2010-12-02
14776.0,2011-01-01,2011-01-31
14778.0,2011-02-01,2011-02-04
14779.0,2011-01-01,2011-01-20
14780.0,2011-09-01,2011-09-21
14782.0,2011-01-01,2011-01-24
14784.0,2011-01-01,2011-01-20
14785.0,2011-11-01,2011-11-24
14788.0,2011-11-01,2011-11-13
14789.0,2011-11-01,2011-11-11
14790.0,2011-03-01,2011-03-31
14792.0,2011-10-01,2011-10-07
14793.0,2011-11-01,2011-11-18
14794.0,2011-01-01,2011-01-09
14795.0,2011-06-01,2011-06-26
14796.0,2010-12-01,2010-12-08
14798.0,2011-02-01,2011-02-02
14799.0,2011-10-01,2011-10-19
14800.0,2010-12-01,2010-12-05
14801.0,2011-10-01,2011-10-09
14803.0,2011-02-01,2011-02-20
14804.0,2011-12-01,2011-12-01
14805.0,2011-01-01,2011-01-30
14806.0,2011-09-01,2011-09-25
14808.0,2011-06-01,2011-06-20
14810.0,2010-12-01,2010-12-05
14813.0,2010-12-01,2010-12-05
14815.0,2011-10-01,2011-10-03
14816.0,2011-05-01,2011-05-26
14817.0,2011-03-01,2011-03-07
14818.0,2011-03-01,2011-03-31
14819.0,2011-05-01,2011-05-31
14820.0,2011-06-01,2011-06-19
14821.0,2010-12-01,2010-12-08
14823.0,2011-05-01,2011-05-29
14824.0,2011-09-01,2011-09-09
14825.0,2010-12-01,2010-12-06
14828.0,2011-01-01,2011-01-07
14829.0,2010-12-01,2010-12-02
14830.0,2011-10-01,2011-10-17
14834.0,2011-04-01,2011-04-13
14836.0,2011-11-01,2011-11-09
14837.0,2011-05-01,2011-05-22
14840.0,2011-03-01,2011-03-17
14841.0,2010-12-01,2010-12-16
14842.0,2011-02-01,2011-02-04
14844.0,2011-04-01,2011-04-12
14847.0,2011-07-01,2011-07-14
14849.0,2010-12-01,2010-12-01
14850.0,2011-02-01,2011-02-01
14851.0,2011-03-01,2011-03-28
14852.0,2011-04-01,2011-04-01
14853.0,2011-05-01,2011-05-12
14854.0,2011-03-01,2011-03-10
14855.0,2011-07-01,2011-07-28
14856.0,2011-10-01,2011-10-14
14857.0,2011-07-01,2011-07-14
14859.0,2011-05-01,2011-05-19
14860.0,2011-11-01,2011-11-20
14861.0,2011-10-01,2011-10-18
14862.0,2011-07-01,2011-07-14
14863.0,2011-11-01,2011-11-10
14865.0,2010-12-01,2010-12-02
14866.0,2010-12-01,2010-12-08
14867.0,2011-01-01,2011-01-07
14868.0,2011-04-01,2011-04-20
14869.0,2011-08-01,2011-08-28
14870.0,2011-03-01,2011-03-23
14871.0,2010-12-01,2010-12-14
14873.0,2011-05-01,2011-05-13
14875.0,2011-03-01,2011-03-22
14878.0,2010-12-01,2010-12-16
14880.0,2011-02-01,2011-02-24
14881.0,2011-11-01,2011-11-20
14882.0,2011-11-01,2011-11-06
14883.0,2011-05-01,2011-05-12
14885.0,2011-07-01,2011-07-31
14886.0,2011-04-01,2011-04-01
14887.0,2011-09-01,2011-09-21
14888.0,2011-05-01,2011-05-16
14889.0,2011-01-01,2011-01-07
14890.0,2011-03-01,2011-03-31
14891.0,2011-06-01,2011-06-05
14893.0,2011-11-01,2011-11-28
14894.0,2011-09-01,2011-09-15
14895.0,2011-02-01,2011-02-22
14896.0,2010-12-01,2010-12-09
14897.0,2011-02-01,2011-02-16
14898.0,2010-12-01,2010-12-03
14901.0,2010-12-01,2010-12-02
14902.0,2011-11-01,2011-11-14
14903.0,2011-03-01,2011-03-06
14904.0,2011-11-01,2011-11-14
14905.0,2011-04-01,2011-04-20
14907.0,2010-12-01,2010-12-07
14908.0,2011-09-01,2011-09-26
14910.0,2011-10-01,2011-10-16
14911.0,2010-12-01,2010-12-01
14912.0,2011-04-01,2011-04-07
14913.0,2010-12-01,2010-12-15
14915.0,2011-03-01,2011-03-07
14916.0,2011-01-01,2011-01-19
14918.0,2011-07-01,2011-07-08
14920.0,2011-05-01,2011-05-11
14921.0,2011-05-01,2011-05-22
14923.0,2011-10-01,2011-10-20
14924.0,2011-04-01,2011-04-08
14929.0,2011-11-01,2011-11-07
14930.0,2011-03-01,2011-03-10
14931.0,2011-04-01,2011-04-13
14932.0,2010-12-01,2010-12-09
14934.0,2011-03-01,2011-03-02
14935.0,2011-02-01,2011-02-15
14936.0,2011-03-01,2011-03-09
14937.0,2011-08-01,2011-08-01
14944.0,2011-02-01,2011-02-16
14946.0,2011-11-01,2011-11-25
14947.0,2011-08-01,2011-08-01
14948.0,2011-05-01,2011-05-04
14950.0,2011-11-01,2011-11-20
14951.0,2011-09-01,2011-09-21
14952.0,2010-12-01,2010-12-10
14953.0,2011-11-01,2011-11-14
14954.0,2011-11-01,2011-11-27
14957.0,2011-03-01,2011-03-31
14958.0,2011-04-01,2011-04-08
14959.0,2011-02-01,2011-02-16
14960.0,2011-06-01,2011-06-21
14961.0,2010-12-01,2010-12-14
14962.0,2011-03-01,2011-03-14
14963.0,2011-06-01,2011-06-09
14964.0,2011-04-01,2011-04-06
14965.0,2011-09-01,2011-09-04
14966.0,2011-11-01,2011-11-25
14967.0,2011-10-01,2011-10-21
14968.0,2011-11-01,2011-11-09
14970.0,2011-01-01,2011-01-27
14971.0,2011-10-01,2011-10-27
14972.0,2011-08-01,2011-08-03
14973.0,2011-04-01,2011-04-28
14974.0,2011-11-01,2011-11-02
14975.0,2011-10-01,2011-10-13
14976.0,2011-01-01,2011-01-17
14978.0,2011-01-01,2011-01-13
14981.0,2011-04-01,2011-04-07
14984.0,2011-06-01,2011-06-12
14985.0,2010-12-01,2010-12-16
14987.0,2010-12-01,2010-12-09
14988.0,2011-05-01,2011-05-12
14995.0,2011-03-01,2011-03-04
14997.0,2011-06-01,2011-06-14
14998.0,2011-04-01,2011-04-12
15000.0,2011-10-01,2011-10-23
15002.0,2010-12-01,2010-12-07
15004.0,2011-07-01,2011-07-15
15005.0,2010-12-01,2010-12-08
15006.0,2011-10-01,2011-10-19
15007.0,2011-07-01,2011-07-03
15009.0,2011-11-01,2011-11-14
15010.0,2011-11-01,2011-11-04
15012.0,2010-12-01,2010-12-01
15014.0,2011-06-01,2011-06-16
15016.0,2011-06-01,2011-06-20
15017.0,2011-11-01,2011-11-06
15018.0,2010-12-01,2010-12-07
15019.0,2011-03-01,2011-03-18
15021.0,2010-12-01,2010-12-08
15022.0,2011-10-01,2011-10-23
15023.0,2010-12-01,2010-12-05
15024.0,2010-12-01,2010-12-07
15025.0,2011-11-01,2011-11-06
15026.0,2011-03-01,2011-03-07
15027.0,2011-04-01,2011-04-15
15028.0,2010-12-01,2010-12-06
15030.0,2011-03-01,2011-03-16
15031.0,2011-03-01,2011-03-02
15032.0,2010-12-01,2010-12-08
15033.0,2011-01-01,2011-01-14
15034.0,2010-12-01,2010-12-21
15035.0,2011-09-01,2011-09-11
15036.0,2011-06-01,2011-06-13
15038.0,2010-12-01,2010-12-05
15039.0,2010-12-01,2010-12-06
15041.0,2011-06-01,2011-06-22
15042.0,2011-05-01,2011-05-24
15043.0,2011-11-01,2011-11-08
15044.0,2010-12-01,2010-12-12
15045.0,2011-03-01,2011-03-27
15046.0,2011-01-01,2011-01-05
15047.0,2011-03-01,2011-03-15
15048.0,2010-12-01,2010-12-06
15049.0,2011-03-01,2011-03-11
15050.0,2011-09-01,2011-09-29
15051.0,2011-07-01,2011-07-12
15052.0,2011-01-01,2011-01-24
15053.0,2011-03-01,2011-03-03
15054.0,2011-10-01,2011-10-30
15057.0,2011-01-01,2011-01-28
15058.0,2011-01-01,2011-01-31
15059.0,2011-01-01,2011-01-09
15060.0,2011-11-01,2011-11-30
15061.0,2010-12-01,2010-12-02
15062.0,2010-12-01,2010-12-15
15063.0,2011-05-01,2011-05-10
15065.0,2011-02-01,2011-02-21
15066.0,2011-10-01,2011-10-17
15067.0,2011-03-01,2011-03-02
15068.0,2011-03-01,2011-03-28
15069.0,2011-06-01,2011-06-13
15070.0,2010-12-01,2010-12-02
15071.0,2011-03-01,2011-03-09
15073.0,2011-06-01,2011-06-06
15074.0,2011-08-01,2011-08-26
15075.0,2011-09-01,2011-09-23
15076.0,2011-06-01,2011-06-20
15078.0,2010-12-01,2010-12-06
15079.0,2010-12-01,2010-12-09
15081.0,2010-12-01,2010-12-07
15083.0,2011-03-01,2011-03-28
15087.0,2011-03-01,2011-03-03
15088.0,2011-10-01,2011-10-03
15089.0,2011-08-01,2011-08-03
15090.0,2011-02-01,2011-02-04
15091.0,2011-10-01,2011-10-03
15092.0,2011-03-01,2011-03-01
15093.0,2010-12-01,2010-12-02
15095.0,2011-05-01,2011-05-20
15096.0,2011-10-01,2011-10-28
15097.0,2011-12-01,2011-12-05
15098.0,2011-06-01,2011-06-10
15099.0,2011-09-01,2011-09-16
15100.0,2010-12-01,2010-12-01
15101.0,2010-12-01,2010-12-15
15103.0,2011-09-01,2011-09-14
15104.0,2011-03-01,2011-03-02
15105.0,2011-07-01,2011-07-28
15106.0,2011-03-01,2011-03-15
15107.0,2010-12-01,2010-12-02
15108.0,2011-04-01,2011-04-26
15109.0,2011-04-01,2011-04-08
15110.0,2011-01-01,2011-01-25
15111.0,2010-12-01,2010-12-02
15113.0,2011-10-01,2011-10-16
15114.0,2011-02-01,2011-02-11
15115.0,2011-11-01,2011-11-21
15116.0,2011-05-01,2011-05-19
15117.0,2011-05-01,2011-05-08
15118.0,2011-07-01,2011-07-28
15119.0,2011-04-01,2011-04-08
15120.0,2011-07-01,2011-07-29
15121.0,2011-02-01,2011-02-24
15122.0,2011-02-01,2011-02-15
15123.0,2011-05-01,2011-05-17
15124.0,2011-06-01,2011-06-01
15125.0,2011-03-01,2011-03-14
15127.0,2011-10-01,2011-10-05
15128.0,2011-05-01,2011-05-04
15129.0,2011-02-01,2011-02-21
15130.0,2011-06-01,2011-06-23
15132.0,2011-03-01,2011-03-22
15133.0,2011-02-01,2011-02-11
15134.0,2011-04-01,2011-04-13
15135.0,2011-04-01,2011-04-14
15136.0,2011-09-01,2011-09-04
15139.0,2011-01-01,2011-01-07
15140.0,2011-03-01,2011-03-20
15142.0,2011-10-01,2011-10-24
15143.0,2011-04-01,2011-04-28
15144.0,2011-01-01,2011-01-31
15145.0,2011-04-01,2011-04-05
15146.0,2011-02-01,2011-02-21
15147.0,2011-04-01,2011-04-13
15148.0,2011-11-01,2011-11-29
15149.0,2011-07-01,2011-07-29
15150.0,2011-03-01,2011-03-15
15152.0,2011-06-01,2011-06-05
15153.0,2011-11-01,2011-11-08
15154.0,2011-09-01,2011-09-25
15156.0,2011-11-01,2011-11-06
15157.0,2010-12-01,2010-12-16
15158.0,2011-10-01,2011-10-25
15159.0,2010-12-01,2010-12-13
15160.0,2010-12-01,2010-12-17
15163.0,2011-05-01,2011-05-31
15164.0,2011-01-01,2011-01-04
15165.0,2010-12-01,2010-12-01
15167.0,2011-01-01,2011-01-23
15168.0,2011-11-01,2011-11-14
15171.0,2011-01-01,2011-01-12
15172.0,2011-04-01,2011-04-17
15174.0,2011-01-01,2011-01-21
15175.0,2011-09-01,2011-09-29
15178.0,2011-03-01,2011-03-24
15179.0,2011-01-01,2011-01-24
15180.0,2010-12-01,2010-12-07
15181.0,2011-03-01,2011-03-15
15182.0,2011-03-01,2011-03-16
15184.0,2011-06-01,2011-06-02
15185.0,2011-09-01,2011-09-30
15186.0,2011-06-01,2011-06-24
15187.0,2011-05-01,2011-05-11
15189.0,2011-01-01,2011-01-11
15192.0,2010-12-01,2010-12-09
15193.0,2011-10-01,2011-10-10
15194.0,2010-12-01,2010-12-06
15195.0,2011-12-01,2011-12-07
15197.0,2010-12-01,2010-12-16
15198.0,2011-08-01,2011-08-07
15199.0,2011-02-01,2011-02-04
15201.0,2011-04-01,2011-04-06
15203.0,2011-02-01,2011-02-01
15204.0,2010-12-01,2010-12-17
15205.0,2011-08-01,2011-08-04
15206.0,2011-03-01,2011-03-09
15208.0,2010-12-01,2010-12-21
15210.0,2011-04-01,2011-04-28
15211.0,2010-12-01,2010-12-09
15212.0,2011-04-01,2011-04-12
15213.0,2011-01-01,2011-01-14
15214.0,2011-04-01,2011-04-11
15215.0,2011-09-01,2011-09-04
15216.0,2011-09-01,2011-09-13
15218.0,2011-01-01,2011-01-25
15219.0,2011-06-01,2011-06-16
15220.0,2011-03-01,2011-03-04
15221.0,2010-12-01,2010-12-08
15222.0,2011-01-01,2011-01-25
15223.0,2011-04-01,2011-04-04
15224.0,2010-12-01,2010-12-12
15225.0,2011-04-01,2011-04-19
15226.0,2011-02-01,2011-02-02
15227.0,2011-01-01,2011-01-26
15228.0,2011-02-01,2011-02-18
15230.0,2011-04-01,2011-04-13
15232.0,2011-07-01,2011-07-22
15234.0,2011-03-01,2011-03-08
15235.0,2010-12-01,2010-12-01
15236.0,2011-02-01,2011-02-14
15237.0,2011-04-01,2011-04-26
15238.0,2011-06-01,2011-06-08
15239.0,2011-09-01,2011-09-22
15240.0,2011-02-01,2011-02-01
15241.0,2011-03-01,2011-03-01
15243.0,2011-09-01,2011-09-26
15244.0,2011-04-01,2011-04-05
15245.0,2011-03-01,2011-03-23
15246.0,2010-12-01,2010-12-16
15247.0,2011-08-01,2011-08-09
15249.0,2011-03-01,2011-03-28
15251.0,2011-04-01,2011-04-12
15252.0,2011-06-01,2011-06-09
15253.0,2011-06-01,2011-06-23
15254.0,2011-08-01,2011-08-04
15255.0,2011-10-01,2011-10-04
15256.0,2011-07-01,2011-07-14
15257.0,2011-03-01,2011-03-01
15258.0,2011-05-01,2011-05-06
15260.0,2010-12-01,2010-12-02
15261.0,2011-07-01,2011-07-27
15262.0,2011-01-01,2011-01-20
15263.0,2011-08-01,2011-08-25
15264.0,2011-10-01,2011-10-06
15265.0,2011-04-01,2011-04-18
15266.0,2011-01-01,2011-01-05
15267.0,2011-06-01,2011-06-10
15269.0,2011-11-01,2011-11-16
15270.0,2011-02-01,2011-02-02
15271.0,2010-12-01,2010-12-09
15272.0,2011-09-01,2011-09-14
15274.0,2011-11-01,2011-11-21
15275.0,2011-11-01,2011-11-02
15276.0,2011-10-01,2011-10-04
15277.0,2011-10-01,2011-10-24
15279.0,2010-12-01,2010-12-20
15280.0,2011-06-01,2011-06-20
15281.0,2011-01-01,2011-01-10
15286.0,2011-10-01,2011-10-21
15287.0,2011-09-01,2011-09-30
15288.0,2010-12-01,2010-12-09
15289.0,2011-04-01,2011-04-04
15290.0,2010-12-01,2010-12-15
15291.0,2010-12-01,2010-12-01
15292.0,2011-05-01,2011-05-22
15296.0,2011-01-01,2011-01-17
15297.0,2011-10-01,2011-10-07
15298.0,2010-12-01,2010-12-08
15299.0,2010-12-01,2010-12-02
15300.0,2011-10-01,2011-10-06
15301.0,2010-12-01,2010-12-06
15303.0,2011-02-01,2011-02-22
15304.0,2010-12-01,2010-12-06
15306.0,2011-07-01,2011-07-14
15307.0,2011-09-01,2011-09-05
15308.0,2011-03-01,2011-03-10
15311.0,2010-12-01,2010-12-01
15312.0,2010-12-01,2010-12-20
15313.0,2011-08-01,2011-08-21
15314.0,2011-05-01,2011-05-24
15315.0,2011-08-01,2011-08-15
15316.0,2011-01-01,2011-01-17
15318.0,2011-12-01,2011-12-06
15319.0,2011-03-01,2011-03-01
15320.0,2011-10-01,2011-10-26
15321.0,2011-02-01,2011-02-21
15322.0,2011-09-01,2011-09-15
15325.0,2011-08-01,2011-08-28
15326.0,2011-01-01,2011-01-10
15327.0,2011-10-01,2011-10-18
15329.0,2011-06-01,2011-06-21
15330.0,2011-10-01,2011-10-10
15332.0,2010-12-01,2010-12-05
15333.0,2011-05-01,2011-05-15
15334.0,2011-06-01,2011-06-19
15335.0,2011-10-01,2011-10-17
15339.0,2011-01-01,2011-01-25
15341.0,2011-09-01,2011-09-20
15342.0,2011-08-01,2011-08-02
15343.0,2011-09-01,2011-09-13
15344.0,2011-09-01,2011-09-26
15345.0,2011-10-01,2011-10-25
15346.0,2011-01-01,2011-01-11
