,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount,Date
244426,C558531,22424,ENAMEL BREAD BIN CREAM,-1,2011-06-30 11:31:00,12.75,15039.0,United Kingdom,-12.75,2011-06-30
244799,C558553,23170,REGENCY TEA PLATE ROSES ,-576,2011-06-30 12:44:00,1.45,17949.0,United Kingdom,-835.1999999999999,2011-06-30
244908,C558559,20749,ASSORTED COLOUR MINI CASES,-1,2011-06-30 13:20:00,7.95,17648.0,United Kingdom,-7.95,2011-06-30
245108,C558575,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,-24,2011-06-30 14:58:00,1.25,12674.0,France,-30.0,2011-06-30
245556,C558615,21845,DAIRY MAID STRIPE MUG,-4,2011-06-30 16:20:00,0.79,17719.0,United Kingdom,-3.16,2011-06-30
246352,C558698,20719,WOODLAND CHARLOTTE BAG,-1,2011-07-01 12:11:00,0.85,16746.0,United Kingdom,-0.85,2011-07-01
246353,C558698,23205,CHARLOTTE BAG VINTAGE ALPHABET ,-1,2011-07-01 12:11:00,0.85,16746.0,United Kingdom,-0.85,2011-07-01
246354,C558698,20725,LUNCH BAG RED RETROSPOT,-1,2011-07-01 12:11:00,1.65,16746.0,United Kingdom,-1.65,2011-07-01
246708,C558712,M,Manual,-1,2011-07-01 13:06:00,2.95,17338.0,United Kingdom,-2.95,2011-07-01
246709,C558712,21735,TWO DOOR CURIO CABINET,-1,2011-07-01 13:06:00,12.75,17338.0,United Kingdom,-12.75,2011-07-01
246710,C558712,82482,WOODEN PICTURE FRAME WHITE FINISH,-2,2011-07-01 13:06:00,2.55,17338.0,United Kingdom,-5.1,2011-07-01
246744,C558716,51014L,"FEATHER PEN,LIGHT PINK",-12,2011-07-01 13:22:00,0.39,17888.0,United Kingdom,-4.68,2011-07-01
246745,C558716,51014C,"FEATHER PEN,COAL BLACK",-12,2011-07-01 13:22:00,0.39,17888.0,United Kingdom,-4.68,2011-07-01
246746,C558716,23002,TRAVEL CARD WALLET SKULLS,-24,2011-07-01 13:22:00,0.42,17888.0,United Kingdom,-10.08,2011-07-01
246747,C558716,22998,TRAVEL CARD WALLET KEEP CALM,-24,2011-07-01 13:22:00,0.42,17888.0,United Kingdom,-10.08,2011-07-01
246748,C558716,22997,TRAVEL CARD WALLET UNION JACK,-24,2011-07-01 13:22:00,0.42,17888.0,United Kingdom,-10.08,2011-07-01
246749,C558716,22992,REVOLVER WOODEN RULER ,-12,2011-07-01 13:22:00,1.95,17888.0,United Kingdom,-23.4,2011-07-01
246750,C558716,22418,10 COLOUR SPACEBOY PEN,-10,2011-07-01 13:22:00,0.85,17888.0,United Kingdom,-8.5,2011-07-01
246751,C558716,22374,AIRLINE BAG VINTAGE JET SET RED,-2,2011-07-01 13:22:00,4.25,17888.0,United Kingdom,-8.5,2011-07-01
246752,C558716,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,-1,2011-07-01 13:22:00,4.25,17888.0,United Kingdom,-4.25,2011-07-01
246753,C558716,22371,AIRLINE BAG VINTAGE TOKYO 78,-2,2011-07-01 13:22:00,4.25,17888.0,United Kingdom,-8.5,2011-07-01
246754,C558716,21829,DINOSAUR KEYRINGS ASSORTED,-108,2011-07-01 13:22:00,0.21,17888.0,United Kingdom,-22.68,2011-07-01
246755,C558716,16259,PIECE OF CAMO STATIONERY SET,-108,2011-07-01 13:22:00,0.08,17888.0,United Kingdom,-8.64,2011-07-01
246756,C558716,10133,COLOURING PENCILS BROWN TUBE,-10,2011-07-01 13:22:00,0.42,17888.0,United Kingdom,-4.2,2011-07-01
246771,C558722,22838,3 TIER CAKE TIN RED AND CREAM,-12,2011-07-01 14:18:00,12.75,12901.0,United Kingdom,-153.0,2011-07-01
246772,558723,84865,damaged,-7,2011-07-01 14:28:00,0.0,nan,United Kingdom,-0.0,2011-07-01
246774,558725,84944,found,37,2011-07-01 14:31:00,0.0,nan,United Kingdom,0.0,2011-07-01
246775,C558726,17003,BROCADE RING PURSE ,-1,2011-07-01 14:32:00,57.6,16422.0,United Kingdom,-57.6,2011-07-01
246776,C558727,22333,RETROSPOT PARTY BAG + STICKER SET,-1,2011-07-01 14:35:00,1.65,12709.0,Germany,-1.65,2011-07-01
246777,C558727,22423,REGENCY CAKESTAND 3 TIER,-1,2011-07-01 14:35:00,10.95,12709.0,Germany,-10.95,2011-07-01
246778,C558727,21658,GLASS  BEURRE DISH,-2,2011-07-01 14:35:00,3.39,12709.0,Germany,-6.78,2011-07-01
246779,C558727,22605,WOODEN CROQUET GARDEN SET,-1,2011-07-01 14:35:00,10.95,12709.0,Germany,-10.95,2011-07-01
246780,C558727,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-1,2011-07-01 14:35:00,2.55,12709.0,Germany,-2.55,2011-07-01
246781,C558727,23168,CLASSIC CAFE SUGAR DISPENSER,-1,2011-07-01 14:35:00,1.25,12709.0,Germany,-1.25,2011-07-01
246797,558730,22060,damaged,-1,2011-07-01 14:51:00,0.0,nan,United Kingdom,-0.0,2011-07-01
246854,C558733,22990,COTTON APRON PANTRY DESIGN,-3,2011-07-01 15:06:00,4.95,16498.0,United Kingdom,-14.850000000000001,2011-07-01
246856,C558735,22424,ENAMEL BREAD BIN CREAM,-1,2011-07-01 15:09:00,12.75,16700.0,United Kingdom,-12.75,2011-07-01
246857,C558736,82484,WOOD BLACK BOARD ANT WHITE FINISH,-1,2011-07-01 15:14:00,7.95,18075.0,United Kingdom,-7.95,2011-07-01
246858,C558736,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-2,2011-07-01 15:14:00,3.29,18075.0,United Kingdom,-6.58,2011-07-01
246859,C558736,21471,STRAWBERRY RAFFIA FOOD COVER,-1,2011-07-01 15:14:00,3.75,18075.0,United Kingdom,-3.75,2011-07-01
246892,C558739,84970S,HANGING HEART ZINC T-LIGHT HOLDER,-12,2011-07-01 15:35:00,0.85,16570.0,United Kingdom,-10.2,2011-07-01
246893,C558739,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,-20,2011-07-01 15:35:00,0.65,16570.0,United Kingdom,-13.0,2011-07-01
246904,C558745,20712,JUMBO BAG WOODLAND ANIMALS,-1,2011-07-01 17:02:00,2.08,14415.0,United Kingdom,-2.08,2011-07-01
246905,C558745,22377,BOTTLE BAG RETROSPOT ,-8,2011-07-01 17:02:00,2.1,14415.0,United Kingdom,-16.8,2011-07-01
246906,C558745,20723,STRAWBERRY CHARLOTTE BAG,-9,2011-07-01 17:02:00,0.85,14415.0,United Kingdom,-7.6499999999999995,2011-07-01
246907,C558745,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,-1,2011-07-01 17:02:00,1.65,14415.0,United Kingdom,-1.65,2011-07-01
246908,C558745,21314,SMALL GLASS HEART TRINKET POT,-1,2011-07-01 17:02:00,2.1,14415.0,United Kingdom,-2.1,2011-07-01
246909,C558745,21733,RED HANGING HEART T-LIGHT HOLDER,-1,2011-07-01 17:02:00,2.95,14415.0,United Kingdom,-2.95,2011-07-01
246910,C558745,21844,RED RETROSPOT MUG,-1,2011-07-01 17:02:00,2.95,14415.0,United Kingdom,-2.95,2011-07-01
246911,C558745,23182,TOILET SIGN OCCUPIED OR VACANT,-1,2011-07-01 17:02:00,0.83,14415.0,United Kingdom,-0.83,2011-07-01
247088,C558753,37500,TEA TIME TEAPOT IN GIFT BOX,-1,2011-07-03 11:54:00,4.95,15033.0,United Kingdom,-4.95,2011-07-03
247089,C558753,21359,RELAX LARGE WOOD LETTERS,-1,2011-07-03 11:54:00,3.95,15033.0,United Kingdom,-3.95,2011-07-03
247090,C558753,21364,PEACE SMALL WOOD LETTERS,-1,2011-07-03 11:54:00,6.75,15033.0,United Kingdom,-6.75,2011-07-03
247337,C558764,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-8,2011-07-03 13:08:00,4.95,15023.0,United Kingdom,-39.6,2011-07-03
248486,C558859,22781,GUMBALL MAGAZINE RACK,-1,2011-07-04 12:17:00,7.65,17841.0,United Kingdom,-7.65,2011-07-04
249107,C558882,23089,GLASS BON BON JAR,-5,2011-07-04 14:47:00,1.65,13767.0,United Kingdom,-8.25,2011-07-04
249108,C558882,21314,SMALL GLASS HEART TRINKET POT,-3,2011-07-04 14:47:00,2.1,13767.0,United Kingdom,-6.300000000000001,2011-07-04
249109,C558883,23108,SET OF 10 LED DOLLY LIGHTS,-4,2011-07-04 14:51:00,6.25,17063.0,United Kingdom,-25.0,2011-07-04
249110,C558884,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,-1,2011-07-04 14:53:00,8.5,13763.0,United Kingdom,-8.5,2011-07-04
249284,C558897,M,Manual,-1,2011-07-04 15:55:00,389.68,12619.0,Germany,-389.68,2011-07-04
249285,C558898,22798,ANTIQUE GLASS DRESSING TABLE POT,-1,2011-07-04 15:59:00,2.95,14952.0,United Kingdom,-2.95,2011-07-04
249286,C558898,22667,RECIPE BOX RETROSPOT ,-1,2011-07-04 15:59:00,2.95,14952.0,United Kingdom,-2.95,2011-07-04
249287,C558898,22637,PIGGY BANK RETROSPOT ,-8,2011-07-04 15:59:00,2.55,14952.0,United Kingdom,-20.4,2011-07-04
249288,C558899,22927,GREEN GIANT GARDEN THERMOMETER,-1,2011-07-04 16:00:00,5.95,14338.0,United Kingdom,-5.95,2011-07-04
249301,C558901,22456,NATURAL SLATE CHALKBOARD LARGE ,-1,2011-07-04 16:07:00,4.95,18171.0,United Kingdom,-4.95,2011-07-04
249327,C558903,22492,MINI PAINT SET VINTAGE ,-1,2011-07-04 16:09:00,0.65,13115.0,United Kingdom,-0.65,2011-07-04
249637,C558905,POST,POSTAGE,-1,2011-07-04 16:27:00,4.9,13826.0,United Kingdom,-4.9,2011-07-04
249638,C558905,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,-1,2011-07-04 16:27:00,9.95,13826.0,United Kingdom,-9.95,2011-07-04
249939,C558969,22727,ALARM CLOCK BAKELIKE RED ,-1,2011-07-05 11:01:00,3.75,16729.0,United Kingdom,-3.75,2011-07-05
249940,C558969,22728,ALARM CLOCK BAKELIKE PINK,-1,2011-07-05 11:01:00,3.75,16729.0,United Kingdom,-3.75,2011-07-05
249941,C558969,M,Manual,-2,2011-07-05 11:01:00,3.52,16729.0,United Kingdom,-7.04,2011-07-05
250124,C559003,22801,ANTIQUE GLASS PEDESTAL BOWL,-6,2011-07-05 12:19:00,3.75,13089.0,United Kingdom,-22.5,2011-07-05
250160,C559007,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,-11,2011-07-05 12:42:00,2.08,13534.0,United Kingdom,-22.880000000000003,2011-07-05
250161,C559007,23110,PARISIENNE KEY CABINET ,-2,2011-07-05 12:42:00,5.75,13534.0,United Kingdom,-11.5,2011-07-05
250162,C559008,22570,FELTCRAFT CUSHION RABBIT,-1,2011-07-05 12:44:00,3.75,15518.0,United Kingdom,-3.75,2011-07-05
250163,C559008,22568,FELTCRAFT CUSHION OWL,-1,2011-07-05 12:44:00,3.75,15518.0,United Kingdom,-3.75,2011-07-05
250255,C559012,22900,SET 2 TEA TOWELS I LOVE LONDON ,-6,2011-07-05 12:50:00,3.25,17017.0,United Kingdom,-19.5,2011-07-05
250256,C559012,23122,PARTY CHARMS 50 PIECES,-1,2011-07-05 12:50:00,0.83,17017.0,United Kingdom,-0.83,2011-07-05
250257,C559012,22971,QUEENS GUARD COFFEE MUG,-3,2011-07-05 12:50:00,2.55,17017.0,United Kingdom,-7.6499999999999995,2011-07-05
250339,C559019,21810,CHRISTMAS HANGING STAR WITH BELL,-48,2011-07-05 13:10:00,1.25,14034.0,United Kingdom,-60.0,2011-07-05
250340,C559019,23212,HEART WREATH DECORATION WITH BELL,-36,2011-07-05 13:10:00,1.25,14034.0,United Kingdom,-45.0,2011-07-05
250341,C559019,21824,PAINTED METAL STAR WITH HOLLY BELLS,-24,2011-07-05 13:10:00,1.45,14034.0,United Kingdom,-34.8,2011-07-05
250350,C559022,22465,HANGING METAL STAR LANTERN,-3,2011-07-05 13:18:00,1.65,13021.0,United Kingdom,-4.949999999999999,2011-07-05
250423,C559030,84857C,PINK MONTE CARLO HANDBAG,-1,2011-07-05 14:51:00,1.95,16571.0,United Kingdom,-1.95,2011-07-05
250424,C559030,84510A,SET OF 4 ENGLISH ROSE COASTERS,-1,2011-07-05 14:51:00,1.25,16571.0,United Kingdom,-1.25,2011-07-05
250425,C559030,23240,SET OF 4 KNICK KNACK TINS DOILEY ,-2,2011-07-05 14:51:00,4.15,16571.0,United Kingdom,-8.3,2011-07-05
250426,C559030,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,2011-07-05 14:51:00,4.95,16571.0,United Kingdom,-4.95,2011-07-05
250427,C559030,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,-2,2011-07-05 14:51:00,1.45,16571.0,United Kingdom,-2.9,2011-07-05
250428,C559030,21915,RED  HARMONICA IN BOX ,-1,2011-07-05 14:51:00,1.25,16571.0,United Kingdom,-1.25,2011-07-05
250429,C559030,21868,POTTING SHED TEA MUG,-2,2011-07-05 14:51:00,1.25,16571.0,United Kingdom,-2.5,2011-07-05
250430,C559030,21794,CLASSIC FRENCH STYLE BASKET NATURAL,-2,2011-07-05 14:51:00,3.95,16571.0,United Kingdom,-7.9,2011-07-05
250431,C559030,20984,12 PENCILS TALL TUBE POSY,-24,2011-07-05 14:51:00,0.29,16571.0,United Kingdom,-6.959999999999999,2011-07-05
250468,C559031,82580,BATHROOM METAL SIGN,-250,2011-07-05 14:53:00,0.42,15985.0,United Kingdom,-105.0,2011-07-05
250469,C559033,22760,"TRAY, BREAKFAST IN BED",-1,2011-07-05 14:54:00,10.95,17389.0,United Kingdom,-10.95,2011-07-05
250771,C559049,23079,TOADSTOOL BEDSIDE LIGHT ,-2,2011-07-05 15:50:00,8.95,12494.0,France,-17.9,2011-07-05
252022,C559059,23444,Next Day Carriage,-1,2011-07-06 10:00:00,15.0,13338.0,United Kingdom,-15.0,2011-07-06
252194,C559079,21927,BLUE/CREAM STRIPE CUSHION COVER ,-1,2011-07-06 10:44:00,1.25,17841.0,United Kingdom,-1.25,2011-07-06
252195,C559079,46000M,POLYESTER FILLER PAD 45x45cm,-1,2011-07-06 10:44:00,1.55,17841.0,United Kingdom,-1.55,2011-07-06
252196,C559079,46138B,BLUE CHENILLE SHAGGY CUSHION COVER ,-3,2011-07-06 10:44:00,0.85,17841.0,United Kingdom,-2.55,2011-07-06
252197,C559079,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,-1,2011-07-06 10:44:00,0.83,17841.0,United Kingdom,-0.83,2011-07-06
252198,C559079,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,-1,2011-07-06 10:44:00,3.75,17841.0,United Kingdom,-3.75,2011-07-06
252281,C559105,23202,JUMBO BAG VINTAGE LEAF,-1,2011-07-06 11:10:00,2.08,16393.0,United Kingdom,-2.08,2011-07-06
252282,C559105,20726,LUNCH BAG WOODLAND,-1,2011-07-06 11:10:00,1.65,16393.0,United Kingdom,-1.65,2011-07-06
252283,C559105,20728,LUNCH BAG CARS BLUE,-1,2011-07-06 11:10:00,1.65,16393.0,United Kingdom,-1.65,2011-07-06
252284,C559105,22138,BAKING SET 9 PIECE RETROSPOT ,-3,2011-07-06 11:10:00,4.95,16393.0,United Kingdom,-14.850000000000001,2011-07-06
252783,C559136,22139,RETROSPOT TEA SET CERAMIC 11 PC ,-1,2011-07-06 13:21:00,4.25,17511.0,United Kingdom,-4.25,2011-07-06
252784,C559136,37340,MULTICOLOUR SPRING FLOWER MUG,-1,2011-07-06 13:21:00,0.39,17511.0,United Kingdom,-0.39,2011-07-06
252785,C559136,84970S,HANGING HEART ZINC T-LIGHT HOLDER,-5,2011-07-06 13:21:00,0.64,17511.0,United Kingdom,-3.2,2011-07-06
252786,C559136,23108,SET OF 10 LED DOLLY LIGHTS,-1,2011-07-06 13:21:00,5.39,17511.0,United Kingdom,-5.39,2011-07-06
252787,C559136,22197,POPCORN HOLDER,-2,2011-07-06 13:21:00,0.72,17511.0,United Kingdom,-1.44,2011-07-06
252788,C559136,23288,GREEN VINTAGE SPOT BEAKER,-1,2011-07-06 13:21:00,0.72,17511.0,United Kingdom,-0.72,2011-07-06
252789,C559136,21788,KIDS RAIN MAC BLUE,-1,2011-07-06 13:21:00,0.65,17511.0,United Kingdom,-0.65,2011-07-06
252790,C559136,22383,LUNCH BAG SUKI DESIGN ,-1,2011-07-06 13:21:00,1.45,17511.0,United Kingdom,-1.45,2011-07-06
252827,C559140,21974,SET OF 36 PAISLEY FLOWER DOILIES,-12,2011-07-06 13:42:00,1.45,13420.0,United Kingdom,-17.4,2011-07-06
252964,C559149,21936,RED RETROSPOT PICNIC BAG,-5,2011-07-06 14:47:00,2.95,17469.0,United Kingdom,-14.75,2011-07-06
252965,C559149,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-4,2011-07-06 14:47:00,3.29,17469.0,United Kingdom,-13.16,2011-07-06
253829,C559175,22960,JAM MAKING SET WITH JARS,-11,2011-07-07 10:17:00,4.25,12507.0,Spain,-46.75,2011-07-07
253832,C559189,22232,JIGSAW TOADSTOOLS 3 PIECE,-16,2011-07-07 10:25:00,0.59,12626.0,Germany,-9.44,2011-07-07
253833,C559189,22028,PENNY FARTHING BIRTHDAY CARD,-12,2011-07-07 10:25:00,0.42,12626.0,Germany,-5.04,2011-07-07
253834,C559193,22659,LUNCH BOX I LOVE LONDON,-1,2011-07-07 10:26:00,1.95,12379.0,Belgium,-1.95,2011-07-07
253962,C559252,84078A,SET/4 WHITE RETRO STORAGE CUBES ,-4,2011-07-07 11:42:00,34.95,12980.0,United Kingdom,-139.8,2011-07-07
253963,C559253,23237,SET OF 4 KNICK KNACK TINS LEAF,-1,2011-07-07 11:44:00,4.15,12472.0,Germany,-4.15,2011-07-07
253964,C559253,23236,DOILEY STORAGE TIN,-1,2011-07-07 11:44:00,2.89,12472.0,Germany,-2.89,2011-07-07
253965,C559253,22556,PLASTERS IN TIN CIRCUS PARADE ,-1,2011-07-07 11:44:00,1.65,12472.0,Germany,-1.65,2011-07-07
253966,C559253,22467,GUMBALL COAT RACK,-2,2011-07-07 11:44:00,2.55,12472.0,Germany,-5.1,2011-07-07
253967,C559253,22430,ENAMEL WATERING CAN CREAM,-1,2011-07-07 11:44:00,4.95,12472.0,Germany,-4.95,2011-07-07
253968,C559253,22333,RETROSPOT PARTY BAG + STICKER SET,-1,2011-07-07 11:44:00,1.65,12472.0,Germany,-1.65,2011-07-07
253969,C559253,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-1,2011-07-07 11:44:00,2.95,12472.0,Germany,-2.95,2011-07-07
253970,C559253,21671,RED SPOT CERAMIC DRAWER KNOB,-2,2011-07-07 11:44:00,1.25,12472.0,Germany,-2.5,2011-07-07
253971,C559253,21669,BLUE STRIPE CERAMIC DRAWER KNOB,-1,2011-07-07 11:44:00,1.25,12472.0,Germany,-1.25,2011-07-07
254110,C559294,23242,TREASURE TIN BUFFALO BILL ,-20,2011-07-07 12:29:00,2.08,17861.0,United Kingdom,-41.6,2011-07-07
254130,559296,23001,TRAVEL CARD WALLET DOTCOMGIFTSHOP,200,2011-07-07 12:35:00,0.0,nan,United Kingdom,0.0,2011-07-07
254131,559296,22616,PACK OF 12 LONDON TISSUES ,204,2011-07-07 12:35:00,0.0,nan,United Kingdom,0.0,2011-07-07
254132,559296,23298,SPOTTY BUNTING,170,2011-07-07 12:35:00,0.0,nan,United Kingdom,0.0,2011-07-07
254262,C559303,22367,CHILDRENS APRON SPACEBOY DESIGN,-2,2011-07-07 12:49:00,1.95,13510.0,United Kingdom,-3.9,2011-07-07
254263,C559303,23168,CLASSIC CAFE SUGAR DISPENSER,-2,2011-07-07 12:49:00,1.25,13510.0,United Kingdom,-2.5,2011-07-07
254368,C559309,22727,ALARM CLOCK BAKELIKE RED ,-4,2011-07-07 13:18:00,3.75,17719.0,United Kingdom,-15.0,2011-07-07
254446,559314,84584,?,-50,2011-07-07 13:51:00,0.0,nan,United Kingdom,-0.0,2011-07-07
254710,C559334,20897,VINTAGE NOTEBOOK PARIS DAYS,-6,2011-07-07 15:50:00,2.95,16581.0,United Kingdom,-17.700000000000003,2011-07-07
254711,C559334,20898,VINTAGE NOTEBOOK TRAVELOGUE,-6,2011-07-07 15:50:00,2.95,16581.0,United Kingdom,-17.700000000000003,2011-07-07
254712,559335,21147,found,72,2011-07-07 15:57:00,0.0,nan,United Kingdom,0.0,2011-07-07
255422,C559344,22606,WOODEN SKITTLES GARDEN SET,-1,2011-07-07 17:09:00,15.95,17837.0,United Kingdom,-15.95,2011-07-07
255423,C559345,21439,BASKET OF TOADSTOOLS,-408,2011-07-07 17:16:00,1.06,13984.0,United Kingdom,-432.48,2011-07-07
255439,C559347,M,Manual,-1,2011-07-07 17:22:00,2.88,18072.0,United Kingdom,-2.88,2011-07-07
255440,C559347,85159A,"BLACK TEA,COFFEE,SUGAR JARS",-24,2011-07-07 17:22:00,1.95,18072.0,United Kingdom,-46.8,2011-07-07
255441,C559347,85032C,CURIOUS IMAGES GIFT WRAP SET,-12,2011-07-07 17:22:00,0.65,18072.0,United Kingdom,-7.800000000000001,2011-07-07
255442,C559347,85032D,YULETIDE IMAGES GIFT WRAP SET,-12,2011-07-07 17:22:00,0.65,18072.0,United Kingdom,-7.800000000000001,2011-07-07
255443,C559347,35965,FOLKART HEART NAPKIN RINGS,-24,2011-07-07 17:22:00,0.79,18072.0,United Kingdom,-18.96,2011-07-07
255444,C559347,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,-12,2011-07-07 17:22:00,1.25,18072.0,United Kingdom,-15.0,2011-07-07
255445,C559347,22209,WOOD STAMP SET HAPPY BIRTHDAY,-12,2011-07-07 17:22:00,0.83,18072.0,United Kingdom,-9.959999999999999,2011-07-07
255446,C559347,22208,WOOD STAMP SET THANK YOU,-12,2011-07-07 17:22:00,0.83,18072.0,United Kingdom,-9.959999999999999,2011-07-07
255447,C559347,22161,HEART DECORATION RUSTIC HANGING ,-24,2011-07-07 17:22:00,0.19,18072.0,United Kingdom,-4.5600000000000005,2011-07-07
255448,C559347,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,-24,2011-07-07 17:22:00,1.25,18072.0,United Kingdom,-30.0,2011-07-07
255449,C559347,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,-12,2011-07-07 17:22:00,1.25,18072.0,United Kingdom,-15.0,2011-07-07
255450,C559347,21671,RED SPOT CERAMIC DRAWER KNOB,-12,2011-07-07 17:22:00,1.25,18072.0,United Kingdom,-15.0,2011-07-07
255451,C559347,21670,BLUE SPOT CERAMIC DRAWER KNOB,-12,2011-07-07 17:22:00,1.25,18072.0,United Kingdom,-15.0,2011-07-07
255452,C559347,21373,MIRRORED WALL ART SNOWFLAKES,-12,2011-07-07 17:22:00,0.75,18072.0,United Kingdom,-9.0,2011-07-07
255453,C559347,20840,FRENCH FLORAL CUSHION COVER ,-12,2011-07-07 17:22:00,0.85,18072.0,United Kingdom,-10.2,2011-07-07
255454,C559347,20838,FRENCH LATTICE CUSHION COVER ,-12,2011-07-07 17:22:00,0.85,18072.0,United Kingdom,-10.2,2011-07-07
255455,C559347,20836,FRENCH PAISLEY CUSHION COVER,-12,2011-07-07 17:22:00,0.83,18072.0,United Kingdom,-9.959999999999999,2011-07-07
255456,C559347,M,Manual,-1,2011-07-07 17:22:00,9.36,18072.0,United Kingdom,-9.36,2011-07-07
255457,C559348,47594A,CAROUSEL DESIGN WASHBAG,-1,2011-07-07 17:25:00,1.95,16550.0,United Kingdom,-1.95,2011-07-07
255458,C559348,75049L,LARGE CIRCULAR MIRROR MOBILE,-2,2011-07-07 17:25:00,0.85,16550.0,United Kingdom,-1.7,2011-07-07
255495,C559351,23275,SET OF 3 HANGING OWLS OLLIE BEAK,-48,2011-07-07 17:42:00,1.25,13408.0,United Kingdom,-60.0,2011-07-07
255901,559375,22051,?,-300,2011-07-08 10:37:00,0.0,nan,United Kingdom,-0.0,2011-07-08
255904,559378,21781,damages?,-39,2011-07-08 10:40:00,0.0,nan,United Kingdom,-0.0,2011-07-08
255939,C559417,22617,BAKING SET SPACEBOY DESIGN,-1,2011-07-08 11:08:00,4.95,13115.0,United Kingdom,-4.95,2011-07-08
256171,C559461,21427,SKULLS STORAGE BOX SMALL,-1,2011-07-08 13:04:00,2.1,14680.0,United Kingdom,-2.1,2011-07-08
256172,C559461,21930,JUMBO STORAGE BAG SKULLS,-1,2011-07-08 13:04:00,2.08,14680.0,United Kingdom,-2.08,2011-07-08
256173,C559461,23201,JUMBO BAG ALPHABET,-1,2011-07-08 13:04:00,2.08,14680.0,United Kingdom,-2.08,2011-07-08
256174,C559461,22383,LUNCH BAG SUKI DESIGN ,-1,2011-07-08 13:04:00,1.65,14680.0,United Kingdom,-1.65,2011-07-08
256175,C559461,22384,LUNCH BAG PINK POLKADOT,-1,2011-07-08 13:04:00,1.65,14680.0,United Kingdom,-1.65,2011-07-08
256176,C559461,20727,LUNCH BAG  BLACK SKULL.,-1,2011-07-08 13:04:00,1.65,14680.0,United Kingdom,-1.65,2011-07-08
256177,C559461,85099B,JUMBO BAG RED RETROSPOT,-2,2011-07-08 13:04:00,2.08,14680.0,United Kingdom,-4.16,2011-07-08
256178,C559461,20725,LUNCH BAG RED RETROSPOT,-10,2011-07-08 13:04:00,1.65,14680.0,United Kingdom,-16.5,2011-07-08
256179,C559461,20726,LUNCH BAG WOODLAND,-3,2011-07-08 13:04:00,1.65,14680.0,United Kingdom,-4.949999999999999,2011-07-08
256180,C559461,22628,PICNIC BOXES SET OF 3 RETROSPOT ,-1,2011-07-08 13:04:00,4.95,14680.0,United Kingdom,-4.95,2011-07-08
256259,C559467,21464,DISCO BALL ROTATOR BATTERY OPERATED,-1,2011-07-08 13:33:00,4.25,13078.0,United Kingdom,-4.25,2011-07-08
256260,C559468,75049L,LARGE CIRCULAR MIRROR MOBILE,-13,2011-07-08 13:36:00,1.25,14905.0,United Kingdom,-16.25,2011-07-08
256274,C559470,22193,RED DINER WALL CLOCK,-1,2011-07-08 13:38:00,8.5,15615.0,United Kingdom,-8.5,2011-07-08
256290,C559473,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,2011-07-08 13:40:00,2.75,13769.0,United Kingdom,-2.75,2011-07-08
256291,C559474,22726,ALARM CLOCK BAKELIKE GREEN,-1,2011-07-08 13:41:00,3.75,13078.0,United Kingdom,-3.75,2011-07-08
256292,C559474,22727,ALARM CLOCK BAKELIKE RED ,-1,2011-07-08 13:41:00,3.75,13078.0,United Kingdom,-3.75,2011-07-08
256304,C559486,23245,SET OF 3 REGENCY CAKE TINS,-2,2011-07-08 13:51:00,4.95,13047.0,United Kingdom,-9.9,2011-07-08
256305,C559486,23236,DOILEY STORAGE TIN,-1,2011-07-08 13:51:00,2.89,13047.0,United Kingdom,-2.89,2011-07-08
256306,C559486,23110,PARISIENNE KEY CABINET ,-2,2011-07-08 13:51:00,5.75,13047.0,United Kingdom,-11.5,2011-07-08
256307,C559486,23118,PARISIENNE JEWELLERY DRAWER ,-1,2011-07-08 13:51:00,7.5,13047.0,United Kingdom,-7.5,2011-07-08
256308,C559486,22423,REGENCY CAKESTAND 3 TIER,-1,2011-07-08 13:51:00,12.75,13047.0,United Kingdom,-12.75,2011-07-08
256309,C559486,23028,DRAWER KNOB CRACKLE GLAZE BLUE,-1,2011-07-08 13:51:00,1.65,13047.0,United Kingdom,-1.65,2011-07-08
256310,C559486,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,2011-07-08 13:51:00,4.95,13047.0,United Kingdom,-4.95,2011-07-08
