,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
378861,569669,20866,BLUE ROSE FABRIC MIRROR,1,2011-10-05 13:47,1.25,14730.0,United Kingdom
378876,569669,79160,HEART SHAPE WIRELESS DOORBELL,1,2011-10-05 13:47,2.1,14730.0,United Kingdom
378906,569670,22587,FELTCRAFT HAIRBAND RED AND BLUE,1,2011-10-05 13:47,0.85,14730.0,United Kingdom
378914,569670,22952,60 CAKE CASES VINTAGE CHRISTMAS,1,2011-10-05 13:47,0.55,14730.0,United Kingdom
378923,569670,23389,SPACEBOY MINI BACKPACK,1,2011-10-05 13:47,4.15,14730.0,United Kingdom
378969,569670,22736,RIBBON REEL MAKING SNOWMEN ,1,2011-10-05 13:47,1.65,14730.0,United Kingdom
378972,569670,23313,VINTAGE CHRISTMAS BUNTING,2,2011-10-05 13:47,4.95,14730.0,United Kingdom
378977,569670,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,1,2011-10-05 13:47,0.39,14730.0,United Kingdom
378979,569670,23508,MINI PLAYING CARDS DOLLY GIRL ,1,2011-10-05 13:47,0.42,14730.0,United Kingdom
378980,569670,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,1,2011-10-05 13:47,0.39,14730.0,United Kingdom
378991,569670,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,1,2011-10-05 13:47,2.95,14730.0,United Kingdom
378993,569670,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,1,2011-10-05 13:47,2.95,14730.0,United Kingdom
378994,569670,22630,DOLLY GIRL LUNCH BOX,1,2011-10-05 13:47,1.95,14730.0,United Kingdom
378995,569670,21098,CHRISTMAS TOILET ROLL,2,2011-10-05 13:47,1.25,14730.0,United Kingdom
379002,569670,23372,SET 36 COLOUR PENCILS DOLLY GIRL,1,2011-10-05 13:47,1.25,14730.0,United Kingdom
379003,569670,21587,COSY HOUR GIANT TUBE MATCHES,2,2011-10-05 13:47,2.55,14730.0,United Kingdom
379132,569673,85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,6,2011-10-05 13:58,4.25,17222.0,United Kingdom
379874,569714,23391, I LOVE LONDON MINI BACKPACK,1,2011-10-05 17:28,4.15,18033.0,United Kingdom
380537,569823,21071,VINTAGE BILLBOARD DRINK ME MUG,4,2011-10-06 12:15,1.25,16895.0,United Kingdom
380540,569823,35970,ZINC FOLKART SLEIGH BELLS,1,2011-10-06 12:15,1.69,16895.0,United Kingdom
380545,569823,20727,LUNCH BAG  BLACK SKULL.,1,2011-10-06 12:15,1.65,16895.0,United Kingdom
380552,569823,23319,BOX OF 6 MINI 50'S CRACKERS,2,2011-10-06 12:15,2.49,16895.0,United Kingdom
380557,569823,21901,"KEY FOB , BACK DOOR ",1,2011-10-06 12:15,0.65,16895.0,United Kingdom
380562,569823,22553,PLASTERS IN TIN SKULLS,1,2011-10-06 12:15,1.65,16895.0,United Kingdom
380563,569823,22435,SET OF 9 HEART SHAPED BALLOONS,1,2011-10-06 12:15,1.25,16895.0,United Kingdom
380911,569843,21745,GAOLERS KEYS DECORATIVE GARDEN ,1,2011-10-06 13:29,3.75,14449.0,United Kingdom
380924,569843,23461,SWEETHEART BIRD HOUSE,1,2011-10-06 13:29,4.15,14449.0,United Kingdom
380927,569843,23344,JUMBO BAG 50'S CHRISTMAS ,2,2011-10-06 13:29,2.08,14449.0,United Kingdom
380939,569843,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,5,2011-10-06 13:29,0.39,14449.0,United Kingdom
380956,569843,22209,WOOD STAMP SET HAPPY BIRTHDAY,1,2011-10-06 13:29,0.83,14449.0,United Kingdom
381401,569866,20702,PINK PADDED MOBILE,1,2011-10-06 14:50,4.25,12757.0,Portugal
381470,569866,23365,SET 12 COLOUR PENCILS LOVE LONDON,1,2011-10-06 14:50,0.65,12757.0,Portugal
381491,569866,23191,BUNDLE OF 3 RETRO NOTE BOOKS,1,2011-10-06 14:50,1.65,12757.0,Portugal
381492,569866,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,1,2011-10-06 14:50,0.85,12757.0,Portugal
381534,569866,20767,BLUE PAISLEY JOURNAL ,1,2011-10-06 14:50,2.55,12757.0,Portugal
381540,569866,20767,BLUE PAISLEY JOURNAL ,1,2011-10-06 14:50,2.55,12757.0,Portugal
381565,569866,22487,WHITE WOOD GARDEN PLANT LADDER,1,2011-10-06 14:50,9.95,12757.0,Portugal
381888,569897,22554,PLASTERS IN TIN WOODLAND ANIMALS,1,2011-10-06 16:01,1.65,17813.0,United Kingdom
381942,569897,21380,WOODEN HAPPY BIRTHDAY GARLAND,1,2011-10-06 16:01,2.95,17813.0,United Kingdom
381958,569897,84818,DANISH ROSE PHOTO FRAME,1,2011-10-06 16:01,0.79,17813.0,United Kingdom
381964,569897,22759,SET OF 3 NOTEBOOKS IN PARCEL,1,2011-10-06 16:01,1.65,17813.0,United Kingdom
381972,569897,21446,12 RED ROSE PEG PLACE SETTINGS,1,2011-10-06 16:01,1.25,17813.0,United Kingdom
381977,569897,22759,SET OF 3 NOTEBOOKS IN PARCEL,1,2011-10-06 16:01,1.65,17813.0,United Kingdom
381983,569897,22231,JIGSAW TREE WITH BIRDHOUSE,1,2011-10-06 16:01,0.59,17813.0,United Kingdom
381994,569897,20975,12 PENCILS SMALL TUBE RED RETROSPOT,1,2011-10-06 16:01,0.65,17813.0,United Kingdom
381995,569897,21446,12 RED ROSE PEG PLACE SETTINGS,1,2011-10-06 16:01,1.25,17813.0,United Kingdom
382002,569897,22623,BOX OF VINTAGE JIGSAW BLOCKS ,1,2011-10-06 16:01,5.95,17813.0,United Kingdom
382012,569897,23241,TREASURE TIN GYMKHANA DESIGN,1,2011-10-06 16:01,2.08,17813.0,United Kingdom
382017,569897,22548,HEADS AND TAILS SPORTING FUN,1,2011-10-06 16:01,1.25,17813.0,United Kingdom
382021,569897,21992,VINTAGE PAISLEY STATIONERY SET,1,2011-10-06 16:01,1.25,17813.0,United Kingdom
382023,569897,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-10-06 16:01,1.45,17813.0,United Kingdom
382027,569897,22224,WHITE LOVEBIRD LANTERN,1,2011-10-06 16:01,2.95,17813.0,United Kingdom
382038,569897,21257,VICTORIAN SEWING BOX MEDIUM,1,2011-10-06 16:01,7.95,17813.0,United Kingdom
382060,569897,22079,RIBBON REEL HEARTS DESIGN ,5,2011-10-06 16:01,1.65,17813.0,United Kingdom
382062,569897,85049G,CHOCOLATE BOX RIBBONS ,1,2011-10-06 16:01,1.25,17813.0,United Kingdom
382064,569897,85049H,URBAN BLACK RIBBONS ,1,2011-10-06 16:01,1.25,17813.0,United Kingdom
382069,569897,22723,SET OF 6 HERB TINS SKETCHBOOK,1,2011-10-06 16:01,3.95,17813.0,United Kingdom
382102,569897,23403,LETTER HOLDER HOME SWEET HOME,1,2011-10-06 16:01,3.75,17813.0,United Kingdom
382447,569901,23254,CHILDRENS CUTLERY DOLLY GIRL ,1,2011-10-06 16:20,4.15,12923.0,United Kingdom
382761,569943,20972,PINK CREAM FELT CRAFT TRINKET BOX ,1,2011-10-06 18:08,1.25,14592.0,United Kingdom
383219,570007,20676,RED RETROSPOT BOWL,8,2011-10-07 9:26,1.25,12519.0,Germany
383275,570009,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-10-07 9:38,1.65,14138.0,United Kingdom
383398,570019,21558,SKULL LUNCH BOX WITH CUTLERY ,1,2011-10-07 10:13,2.55,17841.0,United Kingdom
383401,570019,22629,SPACEBOY LUNCH BOX ,1,2011-10-07 10:13,1.95,17841.0,United Kingdom
383413,570019,21976,PACK OF 60 MUSHROOM CAKE CASES,1,2011-10-07 10:13,0.55,17841.0,United Kingdom
383429,570019,23500,KEY RING BASEBALL BOOT ASSORTED ,1,2011-10-07 10:13,1.25,17841.0,United Kingdom
383430,570019,23500,KEY RING BASEBALL BOOT ASSORTED ,1,2011-10-07 10:13,1.25,17841.0,United Kingdom
383933,570093,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-10-07 11:55,0.95,18096.0,United Kingdom
383935,570093,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-10-07 11:55,0.95,18096.0,United Kingdom
383940,570093,21592,RETROSPOT CIGAR BOX MATCHES ,1,2011-10-07 11:55,1.25,18096.0,United Kingdom
383949,570093,22219,LOVEBIRD HANGING DECORATION WHITE ,1,2011-10-07 11:55,0.85,18096.0,United Kingdom
383955,570093,22991,GIRAFFE WOODEN RULER,1,2011-10-07 11:55,1.95,18096.0,United Kingdom
384042,C570099,22064,PINK DOUGHNUT TRINKET POT ,-1,2011-10-07 12:11,1.45,13798.0,United Kingdom
384103,570103,23534,WALL ART STOP FOR TEA ,1,2011-10-07 12:18,5.95,15719.0,United Kingdom
384315,570116,22548,HEADS AND TAILS SPORTING FUN,1,2011-10-07 12:38,1.25,12856.0,United Kingdom
384638,570168,23032,DRAWER KNOB CRACKLE GLAZE IVORY,1,2011-10-07 14:05,1.65,17596.0,United Kingdom
384786,570179,22081,RIBBON REEL FLORA + FAUNA ,10,2011-10-07 14:27,1.65,17509.0,United Kingdom
385365,570197,44092C,PURPLE/COPPER HANGING LAMPSHADE,1,2011-10-07 15:45,0.85,13755.0,United Kingdom
385378,570197,71270,PHOTO CLIP LINE,1,2011-10-07 15:45,1.25,13755.0,United Kingdom
385379,570197,71270,PHOTO CLIP LINE,1,2011-10-07 15:45,1.25,13755.0,United Kingdom
385381,570197,44092C,PURPLE/COPPER HANGING LAMPSHADE,1,2011-10-07 15:45,0.85,13755.0,United Kingdom
385383,570197,22383,LUNCH BAG SUKI DESIGN ,1,2011-10-07 15:45,1.65,13755.0,United Kingdom
385385,570197,22097,SWALLOW SQUARE TISSUE BOX,1,2011-10-07 15:45,0.39,13755.0,United Kingdom
385399,570197,22062,CERAMIC BOWL WITH LOVE HEART DESIGN,1,2011-10-07 15:45,0.83,13755.0,United Kingdom
385406,570197,21628,TRIANGULAR POUFFE VINTAGE ,1,2011-10-07 15:45,14.95,13755.0,United Kingdom
385409,570197,47481,50CM METAL STRING WITH  7 CLIPS,1,2011-10-07 15:45,0.85,13755.0,United Kingdom
385427,570197,22062,CERAMIC BOWL WITH LOVE HEART DESIGN,1,2011-10-07 15:45,0.83,13755.0,United Kingdom
385454,570197,21031,SPACE CADET BLACK,1,2011-10-07 15:45,1.25,13755.0,United Kingdom
385464,570197,22382,LUNCH BAG SPACEBOY DESIGN ,1,2011-10-07 15:45,1.65,13755.0,United Kingdom
385467,570197,23108,SET OF 10 LED DOLLY LIGHTS,1,2011-10-07 15:45,6.25,13755.0,United Kingdom
385541,570208,23044,PAPER LANTERN 9 POINT HOLLY STAR S,1,2011-10-09 10:23,4.15,16104.0,United Kingdom
385572,570209,22274,FELTCRAFT DOLL EMILY,1,2011-10-09 10:29,2.95,16326.0,United Kingdom
385579,570209,22751,FELTCRAFT PRINCESS OLIVIA DOLL,1,2011-10-09 10:29,3.75,16326.0,United Kingdom
385581,570209,20971,PINK BLUE FELT CRAFT TRINKET BOX,2,2011-10-09 10:29,1.25,16326.0,United Kingdom
385623,570210,22210,WOOD STAMP SET BEST WISHES,1,2011-10-09 10:48,0.83,13259.0,United Kingdom
385629,570210,23420,PANTRY HOOK TEA STRAINER ,1,2011-10-09 10:48,2.08,13259.0,United Kingdom
385642,570210,22982,PANTRY PASTRY BRUSH,1,2011-10-09 10:48,1.25,13259.0,United Kingdom
385643,570210,21816,CHRISTMAS TREE T-LIGHT HOLDER,1,2011-10-09 10:48,1.45,13259.0,United Kingdom
385654,570210,23156,SET OF 5 MINI GROCERY MAGNETS,1,2011-10-09 10:48,2.08,13259.0,United Kingdom
385671,570210,21815,STAR  T-LIGHT HOLDER ,1,2011-10-09 10:48,1.45,13259.0,United Kingdom
385700,570211,23330,DECORATIVE WICKER HEART MEDIUM,1,2011-10-09 11:15,1.25,13558.0,United Kingdom
385755,570214,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,2011-10-09 11:50,0.85,12748.0,United Kingdom
385761,570214,20969,RED FLORAL FELTCRAFT SHOULDER BAG,1,2011-10-09 11:50,3.75,12748.0,United Kingdom
385763,570214,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,96,2011-10-09 11:50,0.29,12748.0,United Kingdom
385766,570214,22138,BAKING SET 9 PIECE RETROSPOT ,2,2011-10-09 11:50,4.95,12748.0,United Kingdom
385797,570215,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,1,2011-10-09 11:53,0.83,16066.0,United Kingdom
385990,570223,21908,CHOCOLATE THIS WAY METAL SIGN,1,2011-10-09 13:11,2.1,15787.0,United Kingdom
386009,570223,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,1,2011-10-09 13:11,4.95,15787.0,United Kingdom
386025,570223,22496,SET OF 2 ROUND TINS DUTCH CHEESE,1,2011-10-09 13:11,2.95,15787.0,United Kingdom
386026,570223,22495,SET OF 2 ROUND TINS CAMEMBERT ,1,2011-10-09 13:11,2.95,15787.0,United Kingdom
386264,570230,21124,SET/10 BLUE POLKADOT PARTY CANDLES,1,2011-10-09 13:41,1.25,18088.0,United Kingdom
386271,570230,21819,GLITTER CHRISTMAS STAR ,1,2011-10-09 13:41,0.39,18088.0,United Kingdom
386352,570232,21481,FAWN BLUE HOT WATER BOTTLE,2,2011-10-09 13:58,3.75,14040.0,United Kingdom
386364,570232,84030E,ENGLISH ROSE HOT WATER BOTTLE,2,2011-10-09 13:58,4.25,14040.0,United Kingdom
386373,570232,20685,DOORMAT RED RETROSPOT,3,2011-10-09 13:58,8.25,14040.0,United Kingdom
386409,570234,23330,DECORATIVE WICKER HEART MEDIUM,1,2011-10-09 14:22,1.25,17790.0,United Kingdom
386453,570235,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,1,2011-10-09 14:30,1.25,13193.0,United Kingdom
386456,570235,22295,HEART FILIGREE DOVE LARGE,1,2011-10-09 14:30,1.65,13193.0,United Kingdom
386459,570235,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,1,2011-10-09 14:30,1.25,13193.0,United Kingdom
386461,570235,23032,DRAWER KNOB CRACKLE GLAZE IVORY,1,2011-10-09 14:30,1.65,13193.0,United Kingdom
386611,570241,20972,PINK CREAM FELT CRAFT TRINKET BOX ,1,2011-10-09 15:24,1.25,14801.0,United Kingdom
386645,570241,90188,DROP EARRINGS W FLOWER & LEAF,1,2011-10-09 15:24,2.55,14801.0,United Kingdom
386671,570242,21810,CHRISTMAS HANGING STAR WITH BELL,96,2011-10-09 15:40,0.39,16380.0,United Kingdom
386702,570244,22809,SET OF 6 T-LIGHTS SANTA,6,2011-10-09 16:05,2.95,14514.0,United Kingdom
386707,570244,22768,FAMILY PHOTO FRAME CORNICE,1,2011-10-09 16:05,9.95,14514.0,United Kingdom
386714,570244,22295,HEART FILIGREE DOVE LARGE,12,2011-10-09 16:05,1.65,14514.0,United Kingdom
386715,570244,22809,SET OF 6 T-LIGHTS SANTA,6,2011-10-09 16:05,2.95,14514.0,United Kingdom
386769,570246,20986,BLUE CALCULATOR RULER,1,2011-10-09 16:22,1.25,16921.0,United Kingdom
386777,570246,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2,2011-10-09 16:22,2.95,16921.0,United Kingdom
386799,570246,35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,12,2011-10-09 16:22,0.39,16921.0,United Kingdom
386805,570246,22062,CERAMIC BOWL WITH LOVE HEART DESIGN,1,2011-10-09 16:22,0.83,16921.0,United Kingdom
386806,570246,21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,1,2011-10-09 16:22,2.95,16921.0,United Kingdom
387557,570333,47480,HANGING PHOTO CLIP ROPE LADDER,1,2011-10-10 12:19,1.65,18126.0,United Kingdom
387571,570333,21169,YOU'RE CONFUSING ME METAL SIGN ,1,2011-10-10 12:19,1.69,18126.0,United Kingdom
387580,570333,23101,SILVER STARS TABLE DECORATION,1,2011-10-10 12:19,0.83,18126.0,United Kingdom
387591,570333,85111,SILVER GLITTER FLOWER VOTIVE HOLDER,6,2011-10-10 12:19,0.29,18126.0,United Kingdom
387724,570374,23109,PACK OF SIX LED TEA LIGHTS,6,2011-10-10 12:34,2.89,14719.0,United Kingdom
387863,570404,22100,SKULLS SQUARE TISSUE BOX,1,2011-10-10 12:50,0.39,16395.0,United Kingdom
387889,570404,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-10-10 12:50,0.95,16395.0,United Kingdom
387894,570404,21213,PACK OF 72 SKULL CAKE CASES,1,2011-10-10 12:50,0.55,16395.0,United Kingdom
387960,570410,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,1,2011-10-10 13:04,0.55,16776.0,United Kingdom
387967,570410,22396,MAGNETS PACK OF 4 RETRO PHOTO,1,2011-10-10 13:04,0.39,16776.0,United Kingdom
387984,570410,21213,PACK OF 72 SKULL CAKE CASES,2,2011-10-10 13:04,0.55,16776.0,United Kingdom
387988,570410,22505,MEMO BOARD COTTAGE DESIGN,1,2011-10-10 13:04,4.95,16776.0,United Kingdom
388008,570410,20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,3,2011-10-10 13:04,3.25,16776.0,United Kingdom
388083,570414,23461,SWEETHEART BIRD HOUSE,2,2011-10-10 13:17,4.15,17214.0,United Kingdom
388176,570420,23395,BELLE JARDINIERE CUSHION COVER,2,2011-10-10 13:33,3.75,17841.0,United Kingdom
388189,570420,21122,SET/10 PINK POLKADOT PARTY CANDLES,1,2011-10-10 13:33,1.25,17841.0,United Kingdom
388279,570423,22598,CHRISTMAS MUSICAL ZINC TREE,1,2011-10-10 13:38,0.29,14451.0,United Kingdom
388283,570423,20728,LUNCH BAG CARS BLUE,2,2011-10-10 13:38,1.65,14451.0,United Kingdom
388294,570423,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,3,2011-10-10 13:38,2.95,14451.0,United Kingdom
388317,570423,20972,PINK CREAM FELT CRAFT TRINKET BOX ,5,2011-10-10 13:38,1.25,14451.0,United Kingdom
388433,570428,23174,REGENCY SUGAR BOWL GREEN,2,2011-10-10 14:02,4.15,15553.0,United Kingdom
388518,570442,21877,HOME SWEET HOME MUG,1,2011-10-10 14:37,1.65,16549.0,United Kingdom
388523,570442,22952,60 CAKE CASES VINTAGE CHRISTMAS,1,2011-10-10 14:37,0.55,16549.0,United Kingdom
388753,570455,23263,SET OF 3 WOODEN HEART DECORATIONS,1,2011-10-10 15:27,1.25,14529.0,United Kingdom
388756,570455,23265,SET OF 3 WOODEN TREE DECORATIONS,1,2011-10-10 15:27,1.25,14529.0,United Kingdom
388790,570455,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,2011-10-10 15:27,1.65,14529.0,United Kingdom
388793,570455,21382,SET/4 SPRING FLOWER DECORATION,1,2011-10-10 15:27,0.75,14529.0,United Kingdom
388801,570455,22336,DOVE DECORATION PAINTED ZINC ,2,2011-10-10 15:27,0.19,14529.0,United Kingdom
388805,570455,23247,BISCUIT TIN 50'S CHRISTMAS,1,2011-10-10 15:27,2.89,14529.0,United Kingdom
388808,570455,23356,LOVE HOT WATER BOTTLE,1,2011-10-10 15:27,5.95,14529.0,United Kingdom
388813,570455,23247,BISCUIT TIN 50'S CHRISTMAS,1,2011-10-10 15:27,2.89,14529.0,United Kingdom
388824,570455,22759,SET OF 3 NOTEBOOKS IN PARCEL,1,2011-10-10 15:27,1.65,14529.0,United Kingdom
388826,570455,22209,WOOD STAMP SET HAPPY BIRTHDAY,2,2011-10-10 15:27,0.83,14529.0,United Kingdom
388827,570455,22208,WOOD STAMP SET THANK YOU,1,2011-10-10 15:27,0.83,14529.0,United Kingdom
388899,570458,22082,RIBBON REEL STRIPES DESIGN ,5,2011-10-10 15:39,1.65,14535.0,United Kingdom
390200,570500,23082,SET 6 PAPER TABLE LANTERN HEARTS ,2,2011-10-11 9:19,3.75,15858.0,United Kingdom
390248,570503,23520,EMBROIDERED RIBBON REEL RUBY ,1,2011-10-11 9:26,3.75,17965.0,United Kingdom
390546,C570556,22568,FELTCRAFT CUSHION OWL,-144,2011-10-11 11:10,3.39,16029.0,United Kingdom
390548,C570556,20971,PINK BLUE FELT CRAFT TRINKET BOX,-1296,2011-10-11 11:10,1.06,16029.0,United Kingdom
390549,C570556,20969,RED FLORAL FELTCRAFT SHOULDER BAG,-144,2011-10-11 11:10,3.39,16029.0,United Kingdom
391260,570664,23026,DRAWER KNOB VINTAGE GLASS STAR,1,2011-10-11 14:21,2.08,16362.0,United Kingdom
391272,570664,22082,RIBBON REEL STRIPES DESIGN ,2,2011-10-11 14:21,1.65,16362.0,United Kingdom
391709,570677,22684,FRENCH BLUE METAL DOOR SIGN 9,2,2011-10-11 15:10,1.25,12836.0,United Kingdom
391822,570680,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,1,2011-10-11 15:36,1.65,13969.0,United Kingdom
392483,570693,23128,FELTCRAFT BOY JEAN-PAUL KIT,3,2011-10-11 16:50,4.95,16161.0,United Kingdom
392797,570719,22273,FELTCRAFT DOLL MOLLY,1,2011-10-12 10:45,2.95,17913.0,United Kingdom
393025,570791,23065,LARGE DECO JEWELLERY STAND,1,2011-10-12 11:58,12.5,17346.0,United Kingdom
393326,570818,20724,RED RETROSPOT CHARLOTTE BAG,2,2011-10-12 12:47,0.85,17841.0,United Kingdom
393328,570818,20727,LUNCH BAG  BLACK SKULL.,1,2011-10-12 12:47,1.65,17841.0,United Kingdom
393330,570818,22355,CHARLOTTE BAG SUKI DESIGN,1,2011-10-12 12:47,0.85,17841.0,United Kingdom
393332,570818,22553,PLASTERS IN TIN SKULLS,1,2011-10-12 12:47,1.65,17841.0,United Kingdom
393338,570818,84510A,SET OF 4 ENGLISH ROSE COASTERS,1,2011-10-12 12:47,1.25,17841.0,United Kingdom
393344,570818,23263,SET OF 3 WOODEN HEART DECORATIONS,4,2011-10-12 12:47,1.25,17841.0,United Kingdom
393346,570818,23266,SET OF 3 WOODEN STOCKING DECORATION,4,2011-10-12 12:47,1.25,17841.0,United Kingdom
393347,570818,23265,SET OF 3 WOODEN TREE DECORATIONS,4,2011-10-12 12:47,1.25,17841.0,United Kingdom
393433,570827,21508,VINTAGE KID DOLLY CARD ,12,2011-10-12 13:14,0.42,15831.0,United Kingdom
393454,570827,23241,TREASURE TIN GYMKHANA DESIGN,1,2011-10-12 13:14,2.08,15831.0,United Kingdom
393677,570839,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4,2011-10-12 14:08,3.75,14911.0,EIRE
393728,570842,20725,LUNCH BAG RED RETROSPOT,10,2011-10-12 14:21,1.65,17676.0,United Kingdom
394900,570888,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2011-10-13 10:26,1.25,17509.0,United Kingdom
395209,571028,21733,RED HANGING HEART T-LIGHT HOLDER,2,2011-10-13 12:21,2.95,16770.0,United Kingdom
395329,571032,21391,FRENCH LAVENDER SCENT HEART,3,2011-10-13 12:38,0.75,13827.0,United Kingdom
395410,571034,23239,SET OF 4 KNICK KNACK TINS POPPIES,6,2011-10-13 12:47,4.15,12359.0,Cyprus
395443,571034,23494,VINTAGE DOILY DELUXE SEWING KIT ,3,2011-10-13 12:47,5.95,12359.0,Cyprus
395455,571034,23245,SET OF 3 REGENCY CAKE TINS,4,2011-10-13 12:47,4.95,12359.0,Cyprus
395664,571039,82583,HOT BATHS METAL SIGN,1,2011-10-13 12:59,2.1,16121.0,United Kingdom
395676,571039,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,2011-10-13 12:59,2.95,16121.0,United Kingdom
395680,571039,23209,LUNCH BAG VINTAGE DOILY ,1,2011-10-13 12:59,1.65,16121.0,United Kingdom
395720,571039,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-10-13 12:59,0.95,16121.0,United Kingdom
395734,571039,21034,REX CASH+CARRY JUMBO SHOPPER,3,2011-10-13 12:59,0.95,16121.0,United Kingdom
395852,571046,51014A,"FEATHER PEN,HOT PINK",12,2011-10-13 13:35,0.39,18096.0,United Kingdom
395865,571046,22403,MAGNETS PACK OF 4 VINTAGE LABELS ,1,2011-10-13 13:35,0.39,18096.0,United Kingdom
395871,571046,15056P,EDWARDIAN PARASOL PINK,1,2011-10-13 13:35,5.95,18096.0,United Kingdom
395875,571046,22990,COTTON APRON PANTRY DESIGN,1,2011-10-13 13:35,4.95,18096.0,United Kingdom
395882,571046,21098,CHRISTMAS TOILET ROLL,2,2011-10-13 13:35,1.25,18096.0,United Kingdom
395898,571046,23390,DOLLY GIRL MINI BACKPACK,1,2011-10-13 13:35,4.15,18096.0,United Kingdom
395901,571046,17136A,BLUE STONES ON WIRE FOR CANDLE,4,2011-10-13 13:35,0.08,18096.0,United Kingdom
395912,571046,22607,WOODEN ROUNDERS GARDEN SET ,2,2011-10-13 13:35,9.95,18096.0,United Kingdom
396012,571054,23265,SET OF 3 WOODEN TREE DECORATIONS,1,2011-10-13 13:58,1.25,14234.0,United Kingdom
396017,571054,22161,HEART DECORATION RUSTIC HANGING ,1,2011-10-13 13:58,0.19,14234.0,United Kingdom
396020,571054,23139,SINGLE WIRE HOOK PINK HEART,1,2011-10-13 13:58,1.45,14234.0,United Kingdom
396022,571054,23225,CHERUB HEART DECORATION SILVER ,1,2011-10-13 13:58,0.83,14234.0,United Kingdom
396035,571054,23220,REINDEER HEART DECORATION GOLD,1,2011-10-13 13:58,0.83,14234.0,United Kingdom
396043,571054,23265,SET OF 3 WOODEN TREE DECORATIONS,1,2011-10-13 13:58,1.25,14234.0,United Kingdom
396046,571054,35970,ZINC FOLKART SLEIGH BELLS,1,2011-10-13 13:58,1.69,14234.0,United Kingdom
396055,571054,10135,COLOURING PENCILS BROWN TUBE,1,2011-10-13 13:58,1.25,14234.0,United Kingdom
396112,571054,20766,GARDEN PATH SKETCHBOOK,1,2011-10-13 13:58,3.75,14234.0,United Kingdom
396118,571054,20770,ABSTRACT CIRCLE JOURNAL ,1,2011-10-13 13:58,2.55,14234.0,United Kingdom
396119,571054,20771,CHRYSANTHEMUM  JOURNAL,1,2011-10-13 13:58,2.55,14234.0,United Kingdom
396120,571054,20765,CHRYSANTHEMUM SKETCHBOOK ,1,2011-10-13 13:58,3.75,14234.0,United Kingdom
396347,571061,23201,JUMBO BAG ALPHABET,6,2011-10-13 14:33,4.13,,United Kingdom
396558,571081,23067,HANGING ENGRAVED METAL HEART,1,2011-10-13 15:23,4.15,16775.0,United Kingdom
396798,571098,22457,NATURAL SLATE HEART CHALKBOARD ,7,2011-10-13 15:38,2.95,17841.0,United Kingdom
396898,571105,85034B,3 WHITE CHOC MORRIS BOXED CANDLES,1,2011-10-13 16:01,1.25,17614.0,United Kingdom
396921,571105,23371,SET 36 COLOUR PENCILS SPACEBOY ,2,2011-10-13 16:01,1.25,17614.0,United Kingdom
397188,571123,23531,WALL ART BIG LOVE ,3,2011-10-14 9:35,6.95,14856.0,United Kingdom
397305,571178,23194,GYMKHANA TREASURE BOOK BOX,1,2011-10-14 10:38,2.25,14089.0,United Kingdom
397425,571183,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,8,2011-10-14 11:08,0.42,14796.0,United Kingdom
397854,571212,21534,DAIRY MAID LARGE MILK JUG,1,2011-10-14 12:53,4.95,12856.0,United Kingdom
397982,571216,71053,WHITE METAL LANTERN,1,2011-10-14 13:06,3.75,16081.0,United Kingdom
397989,571216,22697,GREEN REGENCY TEACUP AND SAUCER,1,2011-10-14 13:06,2.95,16081.0,United Kingdom
397998,571216,20992,JAZZ HEARTS PURSE NOTEBOOK,1,2011-10-14 13:06,0.39,16081.0,United Kingdom
