,,TotalAmount,TotalAmount,TotalAmount,Date,Date
15327.0,United Kingdom,208.75,208.75,208.75,2011-10-18,2011-10-18
15329.0,United Kingdom,1049.7,295.7,444.9,2011-06-21,2011-10-31
15330.0,United Kingdom,714.96,320.4,394.56,2011-10-10,2011-11-07
15332.0,Lithuania,1661.06,63.0,1598.06,2010-12-05,2010-12-08
15333.0,United Kingdom,1028.56,1028.56,1028.56,2011-05-15,2011-05-15
15334.0,United Kingdom,351.67,109.64,127.53,2011-06-19,2011-07-06
15335.0,United Kingdom,173.97,173.97,173.97,2011-10-17,2011-10-17
15339.0,United Kingdom,574.0699999999999,257.9,316.17,2011-01-25,2011-10-04
15341.0,United Kingdom,2020.52,2020.52,2020.52,2011-09-20,2011-09-20
15342.0,United Kingdom,406.09,406.09,406.09,2011-08-02,2011-08-02
15343.0,United Kingdom,364.5,364.5,364.5,2011-09-13,2011-09-13
15344.0,United Kingdom,563.9399999999999,103.3,308.69,2011-09-26,2011-12-09
15345.0,United Kingdom,393.54,393.54,393.54,2011-10-25,2011-10-25
15346.0,United Kingdom,252.42,252.42,252.42,2011-01-11,2011-01-11
15347.0,United Kingdom,201.6,201.6,201.6,2010-12-08,2010-12-08
15348.0,United Kingdom,158.04,158.04,158.04,2011-09-28,2011-09-28
15349.0,United Kingdom,473.81,107.7,366.11,2011-06-05,2011-07-04
15350.0,United Kingdom,115.65,115.65,115.65,2010-12-01,2010-12-01
15351.0,United Kingdom,1960.1100000000001,103.4,601.57,2010-12-05,2011-11-27
15353.0,United Kingdom,777.02,311.65,465.37,2010-12-07,2011-03-30
15355.0,United Kingdom,277.05,126.25,150.8,2011-10-17,2011-11-10
15356.0,United Kingdom,2766.5,150.04,405.76,2010-12-06,2011-11-08
15358.0,United Kingdom,8347.2,152.66,1038.05,2010-12-09,2011-12-05
15360.0,United Kingdom,427.93,427.93,427.93,2011-10-31,2011-10-31
15361.0,United Kingdom,418.92,418.92,418.92,2010-12-13,2010-12-13
15363.0,United Kingdom,326.0,326.0,326.0,2010-12-02,2010-12-02
15364.0,United Kingdom,913.19,331.80000000000007,581.39,2011-03-30,2011-09-05
15365.0,United Kingdom,2314.32,208.61,983.87,2011-01-28,2011-11-14
15366.0,United Kingdom,602.51,105.54,496.97,2010-12-16,2011-09-25
15367.0,United Kingdom,1877.5900000000001,461.41,764.58,2011-03-09,2011-10-13
15368.0,United Kingdom,446.94000000000005,446.94000000000005,446.94000000000005,2011-11-18,2011-11-18
15370.0,United Kingdom,2386.05,33.0,570.02,2011-01-11,2011-10-30
15372.0,United Kingdom,2007.4,2007.4,2007.4,2011-07-25,2011-07-25
15373.0,United Kingdom,2415.9100000000003,21.0,362.48,2010-12-03,2011-12-01
15374.0,United Kingdom,168.0,168.0,168.0,2011-08-03,2011-08-03
15376.0,United Kingdom,1233.36,244.34,654.17,2011-05-01,2011-10-30
15379.0,United Kingdom,3703.29,130.8,1491.46,2010-12-16,2011-06-23
15380.0,United Kingdom,1690.2600000000002,230.1,422.00000000000006,2010-12-09,2011-12-01
15381.0,United Kingdom,596.8499999999999,282.29999999999995,314.55,2011-03-16,2011-05-10
15382.0,United Kingdom,5955.71,539.1,2582.78,2011-02-17,2011-11-25
15384.0,United Kingdom,642.41,303.57,338.84,2010-12-15,2011-06-23
15385.0,United Kingdom,316.88,316.88,316.88,2011-10-30,2011-10-30
15386.0,United Kingdom,394.14,394.14,394.14,2011-06-06,2011-06-06
15388.0,Canada,140.54,140.54,140.54,2011-03-14,2011-03-14
15389.0,United Kingdom,500.0,500.0,500.0,2011-06-20,2011-06-20
15392.0,United Kingdom,1535.53,304.41,565.66,2010-12-14,2011-12-05
15393.0,United Kingdom,231.86,107.76,124.1,2011-03-03,2011-11-23
15394.0,United Kingdom,2183.54,329.4,848.78,2010-12-16,2011-11-30
15395.0,United Kingdom,107.45,107.45,107.45,2011-01-18,2011-01-18
15396.0,United Kingdom,288.18,288.18,288.18,2011-08-19,2011-08-19
15397.0,United Kingdom,94.0,94.0,94.0,2011-02-23,2011-02-23
15398.0,United Kingdom,1345.5300000000002,634.85,710.6800000000001,2011-09-22,2011-11-23
15399.0,United Kingdom,815.77,243.96,305.17,2011-09-21,2011-12-08
15400.0,United Kingdom,716.2,67.2,346.1,2011-03-06,2011-09-08
15402.0,United Kingdom,626.77,185.78,440.99,2011-05-27,2011-07-14
15405.0,United Kingdom,349.1,349.1,349.1,2011-06-03,2011-06-03
15406.0,United Kingdom,510.71000000000004,252.29,258.42,2011-02-11,2011-11-08
15407.0,United Kingdom,1056.44,164.86,410.87,2011-02-07,2011-11-06
15408.0,United Kingdom,267.18,267.18,267.18,2011-03-20,2011-03-20
15410.0,United Kingdom,3450.84,152.17,809.9200000000001,2011-03-23,2011-09-16
15411.0,United Kingdom,1358.88,156.4,609.05,2011-06-10,2011-11-13
15412.0,United Kingdom,190.53,190.53,190.53,2011-06-21,2011-06-21
15414.0,United Kingdom,774.9000000000001,36.2,385.3,2011-04-11,2011-11-30
15415.0,United Kingdom,572.8100000000001,572.8100000000001,572.8100000000001,2011-01-30,2011-01-30
15416.0,United Kingdom,3984.32,839.99,1375.24,2011-03-02,2011-10-06
15417.0,United Kingdom,508.8,508.8,508.8,2011-09-15,2011-09-15
15419.0,United Kingdom,135.86,135.86,135.86,2011-11-15,2011-11-15
15421.0,United Kingdom,950.36,211.0,444.3,2011-02-02,2011-10-12
15422.0,United Kingdom,97.7,97.7,97.7,2011-01-20,2011-01-20
15423.0,United Kingdom,43.5,43.5,43.5,2011-11-01,2011-11-01
15424.0,United Kingdom,383.34,383.34,383.34,2011-03-30,2011-03-30
15426.0,United Kingdom,1447.39,251.56,446.16,2010-12-05,2011-11-20
15427.0,United Kingdom,1483.1399999999999,371.03,1112.11,2011-10-23,2011-11-06
15428.0,United Kingdom,93.78,93.78,93.78,2011-11-24,2011-11-24
15429.0,United Kingdom,397.35,154.29,243.06,2011-09-25,2011-11-13
15432.0,United Kingdom,171.19,171.19,171.19,2011-11-16,2011-11-16
15433.0,United Kingdom,533.3,160.66,372.64,2011-03-17,2011-05-10
15434.0,United Kingdom,1041.48,150.9,306.96,2011-05-23,2011-12-01
15435.0,United Kingdom,149.29,149.29,149.29,2011-11-17,2011-11-17
15436.0,United Kingdom,1122.53,263.21,489.05,2011-04-19,2011-11-27
15437.0,United Kingdom,200.16,200.16,200.16,2011-03-22,2011-03-22
15438.0,United Kingdom,156.57999999999998,156.57999999999998,156.57999999999998,2011-07-31,2011-07-31
15440.0,United Kingdom,383.68,111.86,146.02,2011-05-15,2011-10-16
15442.0,United Kingdom,594.0,594.0,594.0,2011-04-05,2011-04-05
15443.0,United Kingdom,3236.91,247.09,687.86,2011-01-23,2011-12-08
15444.0,United Kingdom,1418.2599999999998,342.9,1075.36,2011-10-30,2011-11-30
15445.0,United Kingdom,113.5,113.5,113.5,2011-03-20,2011-03-20
15447.0,United Kingdom,155.17,155.17,155.17,2011-01-13,2011-01-13
15448.0,United Kingdom,494.64,494.64,494.64,2011-01-31,2011-01-31
15449.0,United Kingdom,974.52,301.78,345.92,2011-03-23,2011-11-13
15450.0,United Kingdom,429.84,429.84,429.84,2011-11-09,2011-11-09
15452.0,United Kingdom,538.73,125.4,247.25,2011-03-20,2011-11-10
15453.0,United Kingdom,1388.3700000000001,135.28,350.43,2011-06-05,2011-12-08
15454.0,United Kingdom,179.1,179.1,179.1,2010-12-12,2010-12-12
15456.0,United Kingdom,447.22,204.0,243.22,2010-12-15,2011-03-01
15457.0,United Kingdom,237.07,237.07,237.07,2011-03-22,2011-03-22
15458.0,United Kingdom,161.64,161.64,161.64,2011-11-14,2011-11-14
15460.0,United Kingdom,216.76,216.76,216.76,2010-12-20,2010-12-20
15462.0,United Kingdom,234.6,64.8,105.0,2011-06-05,2011-09-06
15463.0,United Kingdom,126.14,126.14,126.14,2011-11-10,2011-11-10
15464.0,United Kingdom,1048.85,1048.85,1048.85,2011-01-05,2011-01-05
15465.0,United Kingdom,7354.62,149.1,786.4399999999999,2010-12-05,2011-11-20
15466.0,United Kingdom,334.53,334.53,334.53,2011-09-15,2011-09-15
15467.0,United Kingdom,524.88,114.14,288.42,2011-07-10,2011-11-30
15468.0,United Kingdom,467.51,467.51,467.51,2011-10-19,2011-10-19
15469.0,United Kingdom,538.55,234.25,304.3,2011-08-11,2011-10-20
15471.0,United Kingdom,469.48,469.48,469.48,2011-12-07,2011-12-07
15472.0,United Kingdom,371.56,371.56,371.56,2011-08-18,2011-08-18
15473.0,United Kingdom,1771.2,306.0,649.2,2011-10-10,2011-11-25
15475.0,United Kingdom,454.11,454.11,454.11,2011-09-23,2011-09-23
15478.0,United Kingdom,1441.42,614.59,826.83,2011-10-14,2011-10-30
15480.0,Malta,905.5,905.5,905.5,2011-08-15,2011-08-15
15482.0,United Kingdom,11054.96,40.0,3302.74,2010-12-16,2011-11-24
15483.0,United Kingdom,233.81,114.85,118.96,2011-03-18,2011-07-01
15484.0,United Kingdom,3594.31,394.16,1636.52,2011-09-22,2011-12-08
15485.0,United Kingdom,2575.0,328.54,1296.37,2010-12-01,2011-11-09
15488.0,United Kingdom,91.32,91.32,91.32,2011-09-08,2011-09-08
15489.0,United Kingdom,1134.28,343.38,442.64,2011-05-12,2011-11-17
15491.0,United Kingdom,3100.09,299.16,1022.45,2011-04-18,2011-09-05
15492.0,United Kingdom,659.46,171.72,487.74,2011-09-26,2011-11-11
15493.0,United Kingdom,2001.8,367.5,683.05,2011-03-14,2011-11-07
15494.0,United Kingdom,1299.23,171.85,1127.38,2011-08-10,2011-11-18
15497.0,United Kingdom,1262.2,291.6,970.6,2011-01-24,2011-11-22
15498.0,United Kingdom,13316.4,243.4,1761.18,2010-12-08,2011-12-07
15500.0,United Kingdom,1131.56,147.04,406.02,2011-09-19,2011-12-01
15502.0,United Kingdom,10384.93,192.7,3460.95,2010-12-05,2011-11-24
15503.0,United Kingdom,147.09,147.09,147.09,2010-12-12,2010-12-12
15504.0,United Kingdom,52.83,52.83,52.83,2011-09-19,2011-09-19
15505.0,United Kingdom,3610.96,502.02,944.16,2011-07-07,2011-10-18
15506.0,United Kingdom,979.26,209.35,464.85,2011-07-24,2011-11-17
15507.0,United Kingdom,492.36,492.36,492.36,2011-06-21,2011-06-21
15508.0,United Kingdom,1000.27,110.64,371.16,2011-04-18,2011-06-03
15510.0,United Kingdom,250.0,250.0,250.0,2011-01-13,2011-01-13
15511.0,United Kingdom,909.23,119.25,229.8,2011-09-15,2011-11-28
15512.0,United Kingdom,121.0,19.8,101.2,2010-12-15,2011-07-07
15513.0,United Kingdom,14758.22,79.2,2520.28,2010-12-01,2011-11-06
15514.0,United Kingdom,4139.46,137.97,1578.19,2010-12-10,2011-11-27
15516.0,United Kingdom,62.43000000000001,8.67,53.760000000000005,2011-10-24,2011-10-26
15517.0,United Kingdom,267.03,267.03,267.03,2011-04-20,2011-04-20
15518.0,United Kingdom,1942.45,1.95,406.66,2011-01-11,2011-10-06
15520.0,United Kingdom,343.5,343.5,343.5,2011-12-08,2011-12-08
15521.0,United Kingdom,3000.2,209.8,687.09,2011-03-30,2011-10-30
15522.0,United Kingdom,398.84,138.94,259.9,2011-09-13,2011-11-07
15523.0,United Kingdom,412.0100000000001,412.0100000000001,412.0100000000001,2011-09-16,2011-09-16
15524.0,United Kingdom,440.0,440.0,440.0,2011-11-15,2011-11-15
15525.0,United Kingdom,825.9200000000001,197.3,314.69,2010-12-01,2011-12-07
15526.0,United Kingdom,148.44,148.44,148.44,2011-11-06,2011-11-06
15527.0,United Kingdom,2429.78,180.34,641.1,2010-12-20,2011-11-21
15528.0,United Kingdom,229.33,229.33,229.33,2011-03-30,2011-03-30
15529.0,United Kingdom,3995.23,25.8,817.04,2010-12-08,2011-11-17
15530.0,United Kingdom,1502.35,177.85,553.13,2011-04-07,2011-11-18
15531.0,United Kingdom,2007.44,485.13,1522.31,2011-11-09,2011-12-01
15532.0,United Kingdom,1580.93,324.1,545.34,2010-12-16,2011-11-14
15533.0,United Kingdom,807.57,105.08,449.66,2011-09-11,2011-11-20
15535.0,United Kingdom,536.4,118.85,292.54,2011-01-16,2011-06-19
15537.0,United Kingdom,110.92,110.92,110.92,2011-06-29,2011-06-29
15539.0,United Kingdom,538.46,538.46,538.46,2011-12-02,2011-12-02
15540.0,United Kingdom,213.3,213.3,213.3,2011-11-28,2011-11-28
15541.0,United Kingdom,85.13000000000001,85.13000000000001,85.13000000000001,2011-08-17,2011-08-17
15543.0,United Kingdom,127.86,127.86,127.86,2011-02-24,2011-02-24
15544.0,United Kingdom,3546.71,318.02,560.35,2010-12-02,2011-11-30
15545.0,United Kingdom,292.71999999999997,135.32999999999998,157.39,2010-12-03,2011-10-16
15547.0,United Kingdom,4954.84,232.77,767.37,2010-12-12,2011-12-02
15549.0,United Kingdom,1693.26,61.58,942.1,2011-01-27,2011-09-23
15550.0,United Kingdom,575.63,137.89999999999998,154.24,2011-02-11,2011-12-05
15551.0,United Kingdom,436.06,436.06,436.06,2011-11-03,2011-11-03
15552.0,United Kingdom,90.12,90.12,90.12,2011-05-06,2011-05-06
15553.0,United Kingdom,437.23,437.23,437.23,2011-10-10,2011-10-10
15554.0,United Kingdom,217.2,217.2,217.2,2011-03-07,2011-03-07
15555.0,United Kingdom,4805.17,123.75,620.35,2010-12-05,2011-11-27
15556.0,United Kingdom,279.77,279.77,279.77,2011-11-15,2011-11-15
15557.0,United Kingdom,473.65,473.65,473.65,2011-11-11,2011-11-11
15561.0,United Kingdom,800.59,183.92,350.92,2011-05-08,2011-11-28
15562.0,United Kingdom,134.55,134.55,134.55,2010-12-23,2010-12-23
15563.0,United Kingdom,1400.44,270.19,664.8199999999999,2010-12-16,2011-11-17
15565.0,United Kingdom,173.16000000000003,84.36000000000001,88.8,2011-09-30,2011-10-20
15567.0,United Kingdom,186.01,186.01,186.01,2011-11-21,2011-11-21
15568.0,United Kingdom,758.29,194.21,335.77,2011-09-27,2011-12-07
15569.0,United Kingdom,1375.71,244.8,597.61,2011-01-11,2011-08-28
15570.0,United Kingdom,4165.52,35.400000000000006,958.82,2010-12-05,2011-12-02
15571.0,United Kingdom,650.4300000000001,121.6,202.35,2011-09-22,2011-11-28
15572.0,United Kingdom,2552.86,194.98,802.59,2011-03-06,2011-12-05
15573.0,United Kingdom,607.45,196.75,410.7,2011-09-15,2011-11-08
15574.0,United Kingdom,702.25,112.1,375.65,2010-12-02,2011-06-15
15576.0,United Kingdom,940.67,940.67,940.67,2011-11-02,2011-11-02
15577.0,United Kingdom,258.88,29.65,229.23,2011-02-07,2011-07-11
15578.0,United Kingdom,127.1,127.1,127.1,2011-06-30,2011-06-30
15579.0,United Kingdom,348.6,149.0,199.6,2011-01-30,2011-10-02
15581.0,United Kingdom,3679.9700000000003,5.11,2500.0,2010-12-08,2011-08-11
15582.0,United Kingdom,682.9100000000001,141.4,303.61,2011-05-03,2011-11-15
15584.0,United Kingdom,725.11,138.03,288.37,2011-06-30,2011-11-16
15585.0,United Kingdom,455.3,455.3,455.3,2011-06-16,2011-06-16
15587.0,United Kingdom,913.68,111.96,344.88,2010-12-23,2011-10-20
15589.0,United Kingdom,478.53,184.95,293.58,2011-02-02,2011-03-29
15592.0,United Kingdom,388.58,388.58,388.58,2011-10-24,2011-10-24
15593.0,United Kingdom,199.8,199.8,199.8,2011-09-30,2011-09-30
15594.0,United Kingdom,1771.78,82.8,718.21,2011-04-19,2011-11-24
15596.0,United Kingdom,1406.59,16.9,402.32,2010-12-09,2011-08-31
15597.0,United Kingdom,324.57,324.57,324.57,2011-11-04,2011-11-04
15598.0,United Kingdom,240.68,240.68,240.68,2011-10-17,2011-10-17
15599.0,United Kingdom,761.74,312.91,448.83,2011-05-19,2011-11-13
15601.0,United Kingdom,6776.56,178.4,781.14,2010-12-02,2011-11-28
15602.0,United Kingdom,1297.87,46.8,402.24,2010-12-06,2011-12-01
15603.0,United Kingdom,48.48,48.48,48.48,2011-09-22,2011-09-22
15604.0,United Kingdom,216.39,216.39,216.39,2011-10-18,2011-10-18
15605.0,United Kingdom,1198.23,182.75,312.58,2010-12-01,2011-11-03
15606.0,United Kingdom,2920.16,279.8,480.78,2011-01-19,2011-10-09
15607.0,United Kingdom,104.76,104.76,104.76,2011-01-07,2011-01-07
15608.0,United Kingdom,1093.68,122.4,685.6,2011-08-11,2011-11-11
15609.0,United Kingdom,298.48,298.48,298.48,2011-06-08,2011-06-08
15610.0,United Kingdom,112.46,112.46,112.46,2011-10-19,2011-10-19
15611.0,United Kingdom,1591.45,15.0,385.47,2011-01-09,2011-11-30
15612.0,United Kingdom,195.15,69.65,125.5,2011-10-09,2011-11-03
15615.0,United Kingdom,10399.74,90.0,1081.19,2010-12-15,2011-11-29
15618.0,United Kingdom,776.851,196.21,357.81,2011-07-26,2011-11-07
15619.0,United Kingdom,336.40000000000003,336.40000000000003,336.40000000000003,2011-11-29,2011-11-29
15620.0,United Kingdom,1553.1799999999998,424.49,678.17,2010-12-16,2011-10-14
15621.0,United Kingdom,1293.03,248.07,563.28,2011-11-18,2011-12-05
15622.0,United Kingdom,3709.56,381.95,1615.8,2011-03-02,2011-10-27
15623.0,United Kingdom,301.03,301.03,301.03,2011-07-21,2011-07-21
15624.0,United Kingdom,588.13,68.10000000000001,208.63,2011-03-28,2011-08-15
15625.0,United Kingdom,1534.26,249.94,695.3299999999999,2011-04-18,2011-08-28
15626.0,United Kingdom,675.8,281.88,393.92,2011-01-14,2011-09-26
15628.0,United Kingdom,2870.24,202.95,416.46,2010-12-08,2011-12-05
15630.0,United Kingdom,1186.35,396.86,789.49,2011-05-19,2011-10-25
15632.0,United Kingdom,3285.31,300.6,627.12,2011-03-10,2011-11-24
15634.0,United Kingdom,243.55,243.55,243.55,2011-11-22,2011-11-22
15636.0,United Kingdom,724.76,306.7,418.06,2011-03-02,2011-09-11
15637.0,United Kingdom,223.36,223.36,223.36,2011-10-18,2011-10-18
15639.0,United Kingdom,425.32,425.32,425.32,2011-07-28,2011-07-28
15640.0,United Kingdom,12515.66,45.0,1485.78,2010-12-02,2011-12-05
15641.0,United Kingdom,1887.2000000000003,308.37,581.82,2010-12-15,2011-08-26
15643.0,United Kingdom,664.0,326.90000000000003,337.1,2011-03-02,2011-06-01
15644.0,United Kingdom,813.0,184.57,389.81,2011-03-23,2011-06-26
15645.0,United Kingdom,612.01,612.01,612.01,2011-11-21,2011-11-21
15646.0,United Kingdom,447.64,107.6,189.8,2010-12-02,2011-07-05
15648.0,United Kingdom,657.35,316.85,340.5,2011-03-17,2011-05-19
15649.0,United Kingdom,816.0,306.0,510.0,2010-12-07,2011-01-07
15651.0,United Kingdom,646.3,227.32,418.98,2011-03-24,2011-11-03
15652.0,United Kingdom,337.74,337.74,337.74,2011-09-09,2011-09-09
15653.0,United Kingdom,877.4399999999999,48.0,829.4399999999999,2011-08-16,2011-09-08
15654.0,United Kingdom,922.53,327.51,595.02,2011-11-13,2011-11-30
15655.0,United Kingdom,560.67,560.67,560.67,2011-04-10,2011-04-10
15656.0,United Kingdom,748.5,63.91,256.77,2011-02-28,2011-10-25
15657.0,United Kingdom,30.0,30.0,30.0,2011-11-17,2011-11-17
15658.0,United Kingdom,1024.1,7.5,418.95,2010-12-02,2011-06-02
15659.0,United Kingdom,306.45,306.45,306.45,2011-10-27,2011-10-27
15660.0,United Kingdom,1600.8600000000001,145.32,374.72,2010-12-09,2011-11-14
15661.0,United Kingdom,309.8,116.0,193.8,2011-01-05,2011-01-26
15663.0,United Kingdom,138.14,138.14,138.14,2011-08-25,2011-08-25
15664.0,United Kingdom,386.43,386.43,386.43,2011-10-20,2011-10-20
15665.0,United Kingdom,2242.01,765.79,1476.22,2011-04-10,2011-06-24
15667.0,United Kingdom,301.32,301.32,301.32,2011-10-31,2011-10-31
15668.0,United Kingdom,76.32000000000001,76.32000000000001,76.32000000000001,2011-05-06,2011-05-06
15669.0,United Kingdom,684.34,118.8,235.94,2011-03-21,2011-10-30
15670.0,United Kingdom,173.05,173.05,173.05,2011-02-16,2011-02-16
15671.0,United Kingdom,2657.13,300.98,638.4000000000001,2011-03-14,2011-11-21
15673.0,United Kingdom,2881.02,318.66,969.95,2011-01-16,2011-09-12
15674.0,United Kingdom,2446.6000000000004,334.71,1066.94,2011-03-30,2011-09-27
15675.0,United Kingdom,323.69,45.0,180.39,2011-03-04,2011-09-19
15676.0,United Kingdom,3435.76,167.92000000000002,2370.04,2011-03-01,2011-11-21
15677.0,United Kingdom,657.23,657.23,657.23,2011-10-21,2011-10-21
15678.0,United Kingdom,352.7,352.7,352.7,2011-10-18,2011-10-18
15679.0,United Kingdom,781.28,46.62,474.4,2011-06-10,2011-11-15
15680.0,United Kingdom,1333.68,311.97,542.82,2010-12-08,2011-11-30
15681.0,United Kingdom,1426.16,243.14,479.8,2011-03-04,2011-11-14
15683.0,United Kingdom,193.75,193.75,193.75,2011-08-14,2011-08-14
15687.0,United Kingdom,2993.1,251.59,561.73,2011-01-13,2011-12-01
15689.0,United Kingdom,254.1,103.5,150.6,2010-12-13,2011-08-12
15690.0,United Kingdom,239.76,111.0,128.76,2011-08-31,2011-12-05
15691.0,United Kingdom,136.8,136.8,136.8,2011-04-01,2011-04-01
15692.0,United Kingdom,191.04,191.04,191.04,2011-11-11,2011-11-11
15694.0,United Kingdom,6479.4,15.0,1410.26,2010-12-02,2011-12-09
15695.0,United Kingdom,409.98,409.98,409.98,2011-03-18,2011-03-18
15696.0,United Kingdom,2736.46,19.8,719.61,2011-01-17,2011-11-06
15699.0,United Kingdom,309.65,309.65,309.65,2011-11-22,2011-11-22
15700.0,United Kingdom,696.68,3.9,692.78,2011-06-19,2011-06-20
15701.0,United Kingdom,1542.1399999999999,111.07,857.0,2011-08-21,2011-12-07
15703.0,United Kingdom,211.5,211.5,211.5,2011-03-20,2011-03-20
15704.0,United Kingdom,2293.62,568.47,938.85,2011-05-08,2011-07-22
15705.0,United Kingdom,143.1,143.1,143.1,2011-05-22,2011-05-22
15706.0,United Kingdom,1060.56,79.8,450.05,2011-08-15,2011-10-07
15707.0,United Kingdom,945.5799999999999,166.78,307.95,2011-09-14,2011-11-04
15708.0,United Kingdom,3364.2400000000002,197.25000000000003,663.8100000000001,2010-12-05,2011-10-30
15709.0,United Kingdom,133.25,133.25,133.25,2011-03-01,2011-03-01
15712.0,United Kingdom,1072.3600000000001,99.6,307.66,2011-02-25,2011-11-30
15713.0,United Kingdom,356.70000000000005,171.15,185.55,2010-12-08,2011-07-19
15714.0,United Kingdom,330.88,132.48000000000002,198.4,2011-09-23,2011-11-28
15716.0,United Kingdom,1118.81,115.26,547.1,2010-12-05,2011-07-17
15717.0,United Kingdom,150.3,150.3,150.3,2011-04-19,2011-04-19
15719.0,United Kingdom,5045.610000000001,183.65,616.83,2011-01-06,2011-11-07
15720.0,United Kingdom,598.73,598.73,598.73,2011-11-15,2011-11-15
15721.0,United Kingdom,507.08,507.08,507.08,2011-11-28,2011-11-28
15722.0,United Kingdom,2222.56,324.05,797.7600000000001,2011-02-22,2011-11-04
15723.0,United Kingdom,203.1,203.1,203.1,2010-12-10,2010-12-10
15724.0,United Kingdom,218.25,103.65,114.6,2011-02-28,2011-05-22
15725.0,United Kingdom,415.25,415.25,415.25,2011-11-24,2011-11-24
15727.0,United Kingdom,5178.96,374.8200000000001,1536.85,2010-12-15,2011-11-23
15729.0,United Kingdom,85.0,85.0,85.0,2011-05-11,2011-05-11
15730.0,United Kingdom,1120.88,309.79,467.43,2011-05-17,2011-10-05
15732.0,United Kingdom,294.12,138.1,156.02,2010-12-02,2011-05-11
15733.0,United Kingdom,162.3,162.3,162.3,2011-03-02,2011-03-02
15734.0,United Kingdom,1339.4500000000003,578.6500000000001,760.8000000000001,2011-05-23,2011-08-17
15737.0,United Kingdom,1205.1200000000001,49.0,475.88,2011-04-11,2011-11-25
15738.0,United Kingdom,4812.42,291.90000000000003,391.8,2010-12-02,2011-11-21
15739.0,United Kingdom,449.12,449.12,449.12,2011-10-04,2011-10-04
15740.0,United Kingdom,154.88,154.88,154.88,2011-10-21,2011-10-21
15743.0,United Kingdom,784.46,111.5,322.55,2011-06-08,2011-11-23
15744.0,United Kingdom,34.8,34.8,34.8,2011-09-23,2011-09-23
15745.0,United Kingdom,1094.5900000000001,177.31,309.53000000000003,2011-04-17,2011-11-20
15746.0,United Kingdom,196.88,196.88,196.88,2011-07-28,2011-07-28
15747.0,United Kingdom,974.04,242.65,424.57,2011-06-20,2011-11-27
15748.0,United Kingdom,149.31,149.31,149.31,2011-10-30,2011-10-30
15749.0,United Kingdom,44534.3,21535.9,22998.4,2011-01-11,2011-04-18
15750.0,United Kingdom,2465.48,187.14,508.07,2010-12-08,2011-12-07
15752.0,United Kingdom,2637.38,243.25,533.23,2010-12-02,2011-10-31
15753.0,United Kingdom,79.2,79.2,79.2,2011-02-08,2011-02-08
15754.0,United Kingdom,458.57000000000005,91.8,211.62,2011-04-07,2011-10-19
15755.0,United Kingdom,2364.25,287.51,600.99,2011-02-18,2011-11-29
15756.0,United Kingdom,532.96,115.72,168.12,2011-04-04,2011-10-09
15757.0,United Kingdom,714.4200000000001,261.36,453.06,2011-05-06,2011-10-05
15758.0,United Kingdom,205.25,205.25,205.25,2011-11-15,2011-11-15
15759.0,United Kingdom,253.04,68.0,97.24,2010-12-16,2011-05-05
15762.0,United Kingdom,583.75,268.44,315.31,2011-09-23,2011-10-05
15763.0,United Kingdom,1086.92,522.49,564.4300000000001,2011-09-23,2011-11-08
15764.0,United Kingdom,3279.97,3.35,1582.1,2011-03-08,2011-09-12
15766.0,United Kingdom,315.06,315.06,315.06,2011-10-06,2011-10-06
15768.0,United Kingdom,621.83,124.8,354.35,2011-04-28,2011-08-16
15769.0,United Kingdom,56252.72,91.8,10065.0,2010-12-03,2011-12-02
15773.0,United Kingdom,635.6800000000001,635.6800000000001,635.6800000000001,2011-12-04,2011-12-04
15774.0,United Kingdom,270.8,270.8,270.8,2011-10-02,2011-10-02
15775.0,United Kingdom,104.9,104.9,104.9,2011-04-08,2011-04-08
15776.0,United Kingdom,241.62,241.62,241.62,2011-07-29,2011-07-29
15777.0,United Kingdom,1047.1100000000001,293.96,387.6,2010-12-13,2011-04-12
15780.0,United Kingdom,475.28000000000003,72.52,225.61,2010-12-17,2011-06-09
15781.0,United Kingdom,345.46000000000004,83.35,134.16,2011-02-07,2011-11-14
15782.0,United Kingdom,2614.74,450.4,1638.34,2011-09-11,2011-11-30
15783.0,United Kingdom,246.3,246.3,246.3,2011-11-29,2011-11-29
15785.0,United Kingdom,2328.9700000000003,335.43,928.58,2011-02-17,2011-11-07
15786.0,United Kingdom,4932.2,1771.36,3160.84,2011-08-17,2011-10-24
15787.0,United Kingdom,948.05,456.0,492.05,2011-10-09,2011-11-13
15789.0,United Kingdom,351.3,351.3,351.3,2010-12-16,2010-12-16
15790.0,United Kingdom,220.85,220.85,220.85,2011-11-29,2011-11-29
15791.0,United Kingdom,1612.69,389.4500000000001,1223.24,2011-05-19,2011-10-27
15793.0,United Kingdom,965.61,305.36,353.61,2011-03-16,2011-11-25
15795.0,United Kingdom,610.01,610.01,610.01,2011-07-13,2011-07-13
15796.0,United Kingdom,2711.56,253.47,447.65,2011-02-10,2011-12-08
15797.0,United Kingdom,2207.4,15.0,1495.2,2011-01-24,2011-08-18
15799.0,United Kingdom,884.14,161.02,402.9,2011-01-09,2011-09-25
15800.0,United Kingdom,699.0799999999999,244.5,454.58,2011-04-07,2011-08-24
15801.0,United Kingdom,1063.95,56.75,869.98,2011-08-22,2011-10-24
15802.0,United Kingdom,451.42,451.42,451.42,2011-07-20,2011-07-20
15803.0,United Kingdom,415.8200000000001,415.8200000000001,415.8200000000001,2011-10-19,2011-10-19
