,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
158494,C556269,22636,CHILDS BREAKFAST SET CIRCUS PARADE,-1,2011-06-09 19:36,8.5,13456.0,United Kingdom
158495,C556270,21520,BOOZE & WOMEN GREETING CARD ,-2,2011-06-09 19:37,0.42,14232.0,United Kingdom
158503,C556272,22766,PHOTO FRAME CORNICE,-3,2011-06-09 19:43,2.95,15159.0,United Kingdom
158504,C556273,23302,KNEELING MAT HOUSEWORK  DESIGN,-4,2011-06-09 19:44,1.65,13534.0,United Kingdom
158505,C556274,M,Manual,-1,2011-06-09 19:46,600.0,15299.0,United Kingdom
158506,C556275,22333,RETROSPOT PARTY BAG + STICKER SET,-6,2011-06-09 19:48,1.65,13115.0,United Kingdom
158507,C556276,78033,FLAG OF ST GEORGE CHAIR,-1,2011-06-09 19:48,5.95,14696.0,United Kingdom
158508,C556276,79163,BLACK CHAMPAGNE GLASS,-2,2011-06-09 19:48,0.39,14696.0,United Kingdom
158509,C556277,82001S,VINYL RECORD FRAME SILVER,-1,2011-06-09 19:52,3.39,12980.0,United Kingdom
158510,C556277,84078A,SET/4 WHITE RETRO STORAGE CUBES ,-2,2011-06-09 19:52,34.95,12980.0,United Kingdom
158511,C556278,23181,BULL DOG BOTTLE TOP WALL CLOCK,-1,2011-06-09 19:53,8.25,13462.0,United Kingdom
158564,C556281,POST,POSTAGE,-1,2011-06-09 20:32,4.05,14040.0,United Kingdom
158657,C556293,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-18,2011-06-10 9:30,2.95,13094.0,United Kingdom
158658,C556293,84946,ANTIQUE SILVER T-LIGHT GLASS,-72,2011-06-10 9:30,1.06,13094.0,United Kingdom
158659,C556293,22791,T-LIGHT GLASS FLUTED ANTIQUE,-72,2011-06-10 9:30,1.06,13094.0,United Kingdom
158660,C556294,22960,JAM MAKING SET WITH JARS,-2,2011-06-10 9:34,4.25,15108.0,European Community
158661,C556295,23209,LUNCH BAG DOILEY PATTERN ,-1,2011-06-10 9:37,1.65,13662.0,United Kingdom
158684,C556297,22797,CHEST OF DRAWERS GINGHAM HEART ,-1,2011-06-10 9:55,16.95,15609.0,United Kingdom
158685,C556297,23110,PARISIENNE KEY CABINET ,-2,2011-06-10 9:55,5.75,15609.0,United Kingdom
158761,C556324,POST,POSTAGE,-1,2011-06-10 11:15,5.0,14287.0,United Kingdom
158762,C556324,21787,RAIN PONCHO RETROSPOT,-24,2011-06-10 11:15,0.85,14287.0,United Kingdom
158777,C556327,21700,BIG DOUGHNUT FRIDGE MAGNETS,-36,2011-06-10 11:22,0.85,17659.0,United Kingdom
158971,C556414,22327,ROUND SNACK BOXES SET OF 4 SKULLS,-2,2011-06-10 12:14,2.95,13985.0,United Kingdom
158972,C556414,22456,NATURAL SLATE CHALKBOARD LARGE ,-6,2011-06-10 12:14,4.95,13985.0,United Kingdom
159166,C556436,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,-1,2011-06-10 14:28,2.55,16358.0,United Kingdom
159240,C556445,M,Manual,-1,2011-06-10 15:31,38970.0,15098.0,United Kingdom
159251,C556448,22502,PICNIC BASKET WICKER SMALL,-60,2011-06-10 15:39,4.95,15098.0,United Kingdom
159252,C556453,21622,VINTAGE UNION JACK CUSHION COVER,-6,2011-06-10 16:33,4.95,14525.0,United Kingdom
159273,C556457,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,-1,2011-06-10 16:50,4.65,15856.0,United Kingdom
159274,C556457,21843,RED RETROSPOT CAKE STAND,-1,2011-06-10 16:50,10.95,15856.0,United Kingdom
159275,C556457,37449,CERAMIC CAKE STAND + HANGING CAKES,-5,2011-06-10 16:50,6.75,15856.0,United Kingdom
159276,C556458,21786,POLKADOT RAIN HAT ,-22,2011-06-10 17:21,0.42,15491.0,United Kingdom
160210,C556493,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,2011-06-12 14:56,6.95,17802.0,United Kingdom
160211,C556493,21429,RED GINGHAM ROSE JEWELLERY BOX,-3,2011-06-12 14:56,1.95,17802.0,United Kingdom
160212,C556493,21900,"KEY FOB , SHED",-1,2011-06-12 14:56,0.65,17802.0,United Kingdom
160213,C556493,21899,"KEY FOB , GARAGE DESIGN",-1,2011-06-12 14:56,0.65,17802.0,United Kingdom
160214,C556493,82486,WOOD S/3 CABINET ANT WHITE FINISH,-1,2011-06-12 14:56,8.95,17802.0,United Kingdom
160215,C556493,22662,LUNCH BAG DOLLY GIRL DESIGN,-1,2011-06-12 14:56,1.65,17802.0,United Kingdom
160216,C556493,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,-1,2011-06-12 14:56,8.5,17802.0,United Kingdom
160639,C556511,23228,FILIGREE HEART BIRD WHITE ,-144,2011-06-13 10:42,1.04,16525.0,United Kingdom
160683,C556518,20901,VINTAGE KEEPSAKE BOX PINK FLOWER,-2,2011-06-13 10:53,6.35,16794.0,United Kingdom
160719,C556522,22920,HERB MARKER BASIL,-1515,2011-06-13 11:21,0.55,16938.0,United Kingdom
160803,C556530,22501,PICNIC BASKET WICKER LARGE,-3,2011-06-13 11:42,9.95,18109.0,United Kingdom
160843,C556532,79000,MOROCCAN TEA GLASS,-4,2011-06-13 11:53,0.65,13856.0,United Kingdom
160844,C556532,23082,SET 6 PAPER TABLE LANTERN HEARTS ,-1,2011-06-13 11:53,3.75,13856.0,United Kingdom
160858,C556535,82486,WOOD S/3 CABINET ANT WHITE FINISH,-1,2011-06-13 12:23,8.95,17169.0,United Kingdom
160859,C556535,23103,JINGLE BELL HEART DECORATION,-1,2011-06-13 12:23,1.65,17169.0,United Kingdom
160860,C556535,22464,HANGING METAL HEART LANTERN,-1,2011-06-13 12:23,1.65,17169.0,United Kingdom
161337,C556633,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",-2,2011-06-13 15:10,4.95,17696.0,United Kingdom
161338,C556633,84971S,SMALL HEART FLOWERS HOOK ,-1,2011-06-13 15:10,0.85,17696.0,United Kingdom
161339,C556634,22730,ALARM CLOCK BAKELIKE IVORY,-2,2011-06-13 15:22,3.75,17675.0,United Kingdom
161340,C556635,23089,GLASS BON BON JAR,-2,2011-06-13 15:25,1.65,13505.0,Switzerland
161341,C556635,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,2011-06-13 15:25,2.95,13505.0,Switzerland
161342,C556635,22697,GREEN REGENCY TEACUP AND SAUCER,-1,2011-06-13 15:25,2.95,13505.0,Switzerland
161343,C556635,22423,REGENCY CAKESTAND 3 TIER,-1,2011-06-13 15:25,12.75,13505.0,Switzerland
161344,C556637,23168,CLASSIC CAFE SUGAR DISPENSER,-5,2011-06-13 15:32,1.25,15382.0,United Kingdom
161345,C556637,22090,PAPER BUNTING RETROSPOT,-2,2011-06-13 15:32,2.95,15382.0,United Kingdom
161346,C556637,22088,PAPER BUNTING COLOURED LACE,-1,2011-06-13 15:32,2.95,15382.0,United Kingdom
161347,C556638,84078A,SET/4 WHITE RETRO STORAGE CUBES ,-2,2011-06-13 15:35,39.95,14231.0,United Kingdom
161348,C556639,23082,SET 6 PAPER TABLE LANTERN HEARTS ,-5,2011-06-13 15:37,3.75,13856.0,United Kingdom
161362,C556640,22283,6 EGG HOUSE PAINTED WOOD,-2,2011-06-13 15:44,7.95,13148.0,United Kingdom
161363,C556640,21735,TWO DOOR CURIO CABINET,-2,2011-06-13 15:44,12.75,13148.0,United Kingdom
161364,C556640,22191,IVORY DINER WALL CLOCK,-1,2011-06-13 15:44,8.5,13148.0,United Kingdom
161365,C556640,23147,SINGLE ANTIQUE ROSE HOOK IVORY,-2,2011-06-13 15:44,1.45,13148.0,United Kingdom
161366,C556640,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,-1,2011-06-13 15:44,0.83,13148.0,United Kingdom
161387,C556643,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-2,2011-06-13 15:48,3.29,17841.0,United Kingdom
161388,C556643,22893,MINI CAKE STAND T-LIGHT HOLDER,-2,2011-06-13 15:48,0.42,17841.0,United Kingdom
161389,C556643,21452,TOADSTOOL MONEY BOX,-1,2011-06-13 15:48,2.95,17841.0,United Kingdom
161390,C556644,22423,REGENCY CAKESTAND 3 TIER,-1,2011-06-13 16:06,12.75,17115.0,United Kingdom
161391,C556644,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,2011-06-13 16:06,2.95,17115.0,United Kingdom
161392,C556644,22430,ENAMEL WATERING CAN CREAM,-1,2011-06-13 16:06,4.95,17115.0,United Kingdom
161393,C556645,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,2011-06-13 16:08,2.75,13771.0,United Kingdom
161394,C556646,23169,CLASSIC GLASS COOKIE JAR,-2,2011-06-13 16:10,4.15,18221.0,United Kingdom
161395,C556647,22993,SET OF 4 PANTRY JELLY MOULDS,-12,2011-06-13 16:14,1.25,13012.0,United Kingdom
161396,C556647,22502,PICNIC BASKET WICKER SMALL,-4,2011-06-13 16:14,5.95,13012.0,United Kingdom
161397,C556647,22501,PICNIC BASKET WICKER LARGE,-4,2011-06-13 16:14,9.95,13012.0,United Kingdom
161398,C556647,22488,NATURAL SLATE RECTANGLE CHALKBOARD,-12,2011-06-13 16:14,1.65,13012.0,United Kingdom
161399,C556647,22456,NATURAL SLATE CHALKBOARD LARGE ,-3,2011-06-13 16:14,4.95,13012.0,United Kingdom
161400,C556647,22424,ENAMEL BREAD BIN CREAM,-1,2011-06-13 16:14,12.75,13012.0,United Kingdom
161401,C556647,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,-12,2011-06-13 16:14,0.85,13012.0,United Kingdom
161402,C556647,21870,I CAN ONLY PLEASE ONE PERSON MUG,-12,2011-06-13 16:14,1.25,13012.0,United Kingdom
161403,C556647,21703,BAG 125g SWIRLY MARBLES,-12,2011-06-13 16:14,0.42,13012.0,United Kingdom
161404,C556647,21231,SWEETHEART CERAMIC TRINKET BOX,-12,2011-06-13 16:14,1.25,13012.0,United Kingdom
161405,C556647,21181,PLEASE ONE PERSON METAL SIGN,-12,2011-06-13 16:14,2.1,13012.0,United Kingdom
161406,C556647,21175,GIN + TONIC DIET METAL SIGN,-12,2011-06-13 16:14,2.55,13012.0,United Kingdom
161407,C556647,21169,YOU'RE CONFUSING ME METAL SIGN ,-12,2011-06-13 16:14,1.69,13012.0,United Kingdom
161408,C556647,20750,RED RETROSPOT MINI CASES,-2,2011-06-13 16:14,7.95,13012.0,United Kingdom
161409,C556647,82583,HOT BATHS METAL SIGN,-24,2011-06-13 16:14,2.1,13012.0,United Kingdom
161410,C556647,23081,GREEN METAL BOX ARMY SUPPLIES,-2,2011-06-13 16:14,8.25,13012.0,United Kingdom
161411,C556648,37495,FAIRY CAKE BIRTHDAY CANDLE SET,-2,2011-06-13 16:15,3.75,16038.0,United Kingdom
161412,C556648,22061,LARGE CAKE STAND  HANGING STRAWBERY,-1,2011-06-13 16:15,9.95,16038.0,United Kingdom
161413,C556649,23108,SET OF 10 LED DOLLY LIGHTS,-2,2011-06-13 16:15,6.25,15238.0,United Kingdom
161414,C556656,22832,BROCANTE SHELF WITH HOOKS,-1,2011-06-13 16:21,10.75,13148.0,United Kingdom
161415,C556656,22796,PHOTO FRAME 3 CLASSIC HANGING,-4,2011-06-13 16:21,9.95,13148.0,United Kingdom
161416,C556656,22457,NATURAL SLATE HEART CHALKBOARD ,-1,2011-06-13 16:21,2.95,13148.0,United Kingdom
161417,C556656,84978,HANGING HEART JAR T-LIGHT HOLDER,-4,2011-06-13 16:21,1.25,13148.0,United Kingdom
161418,C556656,21314,SMALL GLASS HEART TRINKET POT,-2,2011-06-13 16:21,2.1,13148.0,United Kingdom
161423,C556668,22963,JAM JAR WITH GREEN LID,-6,2011-06-13 16:26,0.85,15827.0,United Kingdom
161424,C556668,22962,JAM JAR WITH PINK LID,-3,2011-06-13 16:26,0.85,15827.0,United Kingdom
161425,C556668,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,2011-06-13 16:26,4.95,15827.0,United Kingdom
161426,C556669,22139,RETROSPOT TEA SET CERAMIC 11 PC ,-3,2011-06-13 16:28,4.95,16133.0,United Kingdom
161427,C556669,23168,CLASSIC CAFE SUGAR DISPENSER,-12,2011-06-13 16:28,1.25,16133.0,United Kingdom
161538,C556673,22656,VINTAGE BLUE KITCHEN CABINET,-1,2011-06-13 17:08,125.0,16949.0,United Kingdom
161539,C556675,M,Manual,-1,2011-06-13 17:13,20.0,16013.0,United Kingdom
161540,C556676,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-1,2011-06-13 17:18,4.95,13397.0,United Kingdom
161541,C556677,23169,CLASSIC GLASS COOKIE JAR,-2,2011-06-13 17:19,4.15,15643.0,United Kingdom
161542,C556678,23064,CINDERELLA CHANDELIER ,-4,2011-06-13 17:21,41.75,13658.0,United Kingdom
161817,C556729,23112,PARISIENNE CURIO CABINET,-1,2011-06-14 11:37,7.5,13319.0,United Kingdom
161818,C556729,22423,REGENCY CAKESTAND 3 TIER,-1,2011-06-14 11:37,12.75,13319.0,United Kingdom
161819,C556729,23165,LARGE CERAMIC TOP STORAGE JAR,-2,2011-06-14 11:37,1.65,13319.0,United Kingdom
161976,C556735,22169,FAMILY ALBUM WHITE PICTURE FRAME,-2,2011-06-14 12:01,8.5,14527.0,United Kingdom
162422,C556787,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-8,2011-06-14 13:26,2.95,16745.0,United Kingdom
162485,C556793,22697,GREEN REGENCY TEACUP AND SAUCER,-1,2011-06-14 13:54,2.95,12818.0,Austria
162486,C556793,22357,KINGS CHOICE BISCUIT TIN,-5,2011-06-14 13:54,4.25,12818.0,Austria
162497,C556796,D,Discount,-96,2011-06-14 14:40,0.7,16013.0,United Kingdom
162619,C556818,22456,NATURAL SLATE CHALKBOARD LARGE ,-1,2011-06-15 10:01,4.95,17284.0,United Kingdom
162620,C556818,21042,RED RETROSPOT APRON ,-1,2011-06-15 10:01,5.95,17284.0,United Kingdom
162786,C556869,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-4,2011-06-15 11:46,3.29,13199.0,United Kingdom
162866,C556877,D,Discount,-1,2011-06-15 12:00,129.9,15498.0,United Kingdom
162909,C556880,23172,REGENCY TEA PLATE PINK,-1,2011-06-15 12:12,1.65,18073.0,United Kingdom
162910,C556880,22697,GREEN REGENCY TEACUP AND SAUCER,-1,2011-06-15 12:12,2.95,18073.0,United Kingdom
162911,C556880,84946,ANTIQUE SILVER T-LIGHT GLASS,-8,2011-06-15 12:12,1.06,18073.0,United Kingdom
163009,C556888,20723,STRAWBERRY CHARLOTTE BAG,-1,2011-06-15 12:37,0.85,15005.0,United Kingdom
163010,C556888,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-06-15 12:37,2.95,15005.0,United Kingdom
163011,C556888,82482,WOODEN PICTURE FRAME WHITE FINISH,-1,2011-06-15 12:37,2.55,15005.0,United Kingdom
163012,C556888,82494L,WOODEN FRAME ANTIQUE WHITE ,-1,2011-06-15 12:37,2.95,15005.0,United Kingdom
163013,C556888,22064,PINK DOUGHNUT TRINKET POT ,-1,2011-06-15 12:37,1.65,15005.0,United Kingdom
163014,C556888,37450,CERAMIC CAKE BOWL + HANGING CAKES,-1,2011-06-15 12:37,2.95,15005.0,United Kingdom
163015,C556888,22167, OVAL WALL MIRROR DIAMANTE ,-1,2011-06-15 12:37,9.95,15005.0,United Kingdom
163069,C556896,21899,"KEY FOB , GARAGE DESIGN",-6,2011-06-15 12:51,0.65,12843.0,United Kingdom
163070,C556896,21902,"KEY FOB , FRONT  DOOR ",-8,2011-06-15 12:51,0.65,12843.0,United Kingdom
163071,C556896,21901,"KEY FOB , BACK DOOR ",-9,2011-06-15 12:51,0.65,12843.0,United Kingdom
163072,C556896,21900,"KEY FOB , SHED",-4,2011-06-15 12:51,0.65,12843.0,United Kingdom
163073,C556896,21792,CLASSIC FRENCH STYLE BASKET GREEN ,-1,2011-06-15 12:51,3.95,12843.0,United Kingdom
163089,C556904,D,Discount,-1,2011-06-15 12:56,14.42,14527.0,United Kingdom
163319,C556911,22423,REGENCY CAKESTAND 3 TIER,-1,2011-06-15 13:25,10.95,17511.0,United Kingdom
163320,C556911,23108,SET OF 10 LED DOLLY LIGHTS,-2,2011-06-15 13:25,5.39,17511.0,United Kingdom
163675,C556919,POST,POSTAGE,-1,2011-06-15 13:46,2.17,17511.0,United Kingdom
163676,C556920,21658,GLASS  BEURRE DISH,-1,2011-06-15 13:49,3.95,13047.0,United Kingdom
163677,C556920,23126,FELTCRAFT GIRL AMELIE KIT,-2,2011-06-15 13:49,4.95,13047.0,United Kingdom
163687,C556923,21932,SCANDINAVIAN PAISLEY PICNIC BAG,-30,2011-06-15 14:03,1.65,15400.0,United Kingdom
163688,C556925,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-420,2011-06-15 14:23,2.75,16013.0,United Kingdom
163773,C556930,21868,POTTING SHED TEA MUG,-12,2011-06-15 15:28,1.25,15625.0,United Kingdom
163847,C556938,21868,POTTING SHED TEA MUG,-1,2011-06-15 16:15,1.25,15625.0,United Kingdom
163959,C556957,22467,GUMBALL COAT RACK,-2,2011-06-16 9:04,2.1,12705.0,Germany
164047,C556966,22072,RED RETROSPOT TEA CUP AND SAUCER ,-2,2011-06-16 9:55,3.75,13523.0,United Kingdom
164048,C556966,23253,16 PIECE CUTLERY SET PANTRY DESIGN,-1,2011-06-16 9:55,15.95,13523.0,United Kingdom
164049,C556966,23169,CLASSIC GLASS COOKIE JAR,-2,2011-06-16 9:55,4.15,13523.0,United Kingdom
164050,C556966,22760,"TRAY, BREAKFAST IN BED",-1,2011-06-16 9:55,12.75,13523.0,United Kingdom
164051,C556966,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,-1,2011-06-16 9:55,165.0,13523.0,United Kingdom
164089,C557004,85159B,"WHITE TEA,COFFEE,SUGAR JARS",-1,2011-06-16 11:16,1.95,16729.0,United Kingdom
164414,C557022,22776,SWEETHEART CAKESTAND 3 TIER,-2,2011-06-16 12:56,9.95,16942.0,United Kingdom
164415,C557022,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-2,2011-06-16 12:56,3.29,16942.0,United Kingdom
164513,C557037,22192,BLUE DINER WALL CLOCK,-1,2011-06-16 13:56,8.5,16814.0,United Kingdom
164549,C557043,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,-1,2011-06-16 14:33,0.83,14245.0,United Kingdom
164550,C557043,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-1,2011-06-16 14:33,3.29,14245.0,United Kingdom
164551,C557047,22839,3 TIER CAKE TIN GREEN AND CREAM,-1,2011-06-16 14:36,14.95,13488.0,United Kingdom
164552,C557047,22838,3 TIER CAKE TIN RED AND CREAM,-2,2011-06-16 14:36,14.95,13488.0,United Kingdom
164553,C557054,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,-1,2011-06-16 14:43,4.25,17828.0,Malta
164554,C557054,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,-2,2011-06-16 14:43,4.25,17828.0,Malta
164637,C557059,22781,GUMBALL MAGAZINE RACK,-1,2011-06-16 14:51,6.75,16672.0,United Kingdom
164638,C557060,21781,MA CAMPAGNE CUTLERY BOX,-1,2011-06-16 14:54,14.95,17725.0,United Kingdom
164639,C557061,22360,GLASS JAR ENGLISH CONFECTIONERY,-5,2011-06-16 14:55,2.95,14895.0,United Kingdom
164640,C557062,85177,BASKET OF FLOWERS SEWING KIT,-1,2011-06-16 14:56,0.85,13213.0,United Kingdom
164641,C557062,84950,ASSORTED COLOUR T-LIGHT HOLDER,-2,2011-06-16 14:56,0.65,13213.0,United Kingdom
164862,C557111,21621,VINTAGE UNION JACK BUNTING,-12,2011-06-16 16:27,8.5,17865.0,United Kingdom
165254,C557142,84378,SET OF 3 HEART COOKIE CUTTERS,-12,2011-06-17 10:06,1.25,12678.0,France
165255,C557142,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,-12,2011-06-17 10:06,2.1,12678.0,France
165351,C557148,23177,TREASURE ISLAND BOOK BOX,-6,2011-06-17 10:52,2.25,13735.0,United Kingdom
165352,C557148,23193,BUFFALO BILL TREASURE BOOK BOX,-6,2011-06-17 10:52,2.25,13735.0,United Kingdom
165353,C557148,23176,ABC TREASURE BOOK BOX ,-6,2011-06-17 10:52,2.25,13735.0,United Kingdom
165354,C557148,23194,GYMKHANA TREASURE BOOK BOX,-6,2011-06-17 10:52,2.25,13735.0,United Kingdom
165420,C557154,23245,SET OF 3 REGENCY CAKE TINS,-2,2011-06-17 11:07,4.95,15296.0,United Kingdom
165421,C557154,82486,WOOD S/3 CABINET ANT WHITE FINISH,-2,2011-06-17 11:07,8.95,15296.0,United Kingdom
165422,C557165,85087,CANDY SPOT CUSHION COVER,-1,2011-06-17 11:10,2.95,15238.0,United Kingdom
165423,C557175,23084,RABBIT NIGHT LIGHT,-1,2011-06-17 11:13,2.08,16170.0,United Kingdom
165424,C557175,22962,JAM JAR WITH PINK LID,-3,2011-06-17 11:13,0.85,16170.0,United Kingdom
165832,C557224,75049L,LARGE CIRCULAR MIRROR MOBILE,-5,2011-06-17 13:22,0.85,15311.0,United Kingdom
165833,C557224,84978,HANGING HEART JAR T-LIGHT HOLDER,-2,2011-06-17 13:22,1.06,15311.0,United Kingdom
165834,C557224,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-2,2011-06-17 13:22,5.95,15311.0,United Kingdom
165835,C557224,85099B,JUMBO BAG RED RETROSPOT,-5,2011-06-17 13:22,1.79,15311.0,United Kingdom
165836,C557224,22778,GLASS CLOCHE SMALL,-5,2011-06-17 13:22,3.39,15311.0,United Kingdom
166009,C557249,84816,DANISH ROSE BEDSIDE CABINET,-2,2011-06-17 15:34,39.95,16817.0,United Kingdom
166010,C557249,84687,BEACH HUT SHELF W 3 DRAWERS,-2,2011-06-17 15:34,5.95,16817.0,United Kingdom
166011,C557249,23300,GARDENERS KNEELING PAD CUP OF TEA ,-6,2011-06-17 15:34,1.65,16817.0,United Kingdom
166314,C557269,22364,GLASS JAR DIGESTIVE BISCUITS,-1,2011-06-19 11:27,2.95,13097.0,United Kingdom
166315,C557269,22781,GUMBALL MAGAZINE RACK,-2,2011-06-19 11:27,7.65,13097.0,United Kingdom
166316,C557269,22467,GUMBALL COAT RACK,-8,2011-06-19 11:27,2.55,13097.0,United Kingdom
166317,C557269,85159B,"WHITE TEA,COFFEE,SUGAR JARS",-1,2011-06-19 11:27,1.95,13097.0,United Kingdom
166318,C557269,22728,ALARM CLOCK BAKELIKE PINK,-1,2011-06-19 11:27,3.75,13097.0,United Kingdom
166319,C557269,23181,BULL DOG BOTTLE TOP WALL CLOCK,-1,2011-06-19 11:27,8.25,13097.0,United Kingdom
166320,C557269,22423,REGENCY CAKESTAND 3 TIER,-1,2011-06-19 11:27,12.75,13097.0,United Kingdom
166602,C557282,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,-1,2011-06-19 12:25,4.25,13632.0,United Kingdom
166687,C557288,22470,HEART OF WICKER LARGE,-4,2011-06-19 12:48,2.95,18109.0,United Kingdom
166866,C557300,M,Manual,-1,2011-06-19 14:05,0.77,12421.0,Spain
167573,C557405,23245,SET OF 3 REGENCY CAKE TINS,-1,2011-06-20 11:28,4.95,12708.0,Germany
167574,C557405,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-3,2011-06-20 11:28,4.95,12708.0,Germany
167575,C557405,23240,SET OF 4 KNICK KNACK TINS DOILEY ,-3,2011-06-20 11:28,4.15,12708.0,Germany
167576,C557405,23236,DOILEY STORAGE TIN,-1,2011-06-20 11:28,2.89,12708.0,Germany
167607,C557408,79191C,RETRO PLASTIC ELEPHANT TRAY,-12,2011-06-20 11:33,0.85,12621.0,Germany
167639,C557411,23110,PARISIENNE KEY CABINET ,-2,2011-06-20 11:37,5.75,13343.0,United Kingdom
167640,C557411,23094,LE GRAND TRAY CHIC SET,-1,2011-06-20 11:37,12.5,13343.0,United Kingdom
167641,C557411,22960,JAM MAKING SET WITH JARS,-6,2011-06-20 11:37,4.25,13343.0,United Kingdom
167642,C557413,21626,VINTAGE UNION JACK PENNANT,-1,2011-06-20 11:39,1.95,14701.0,United Kingdom
167643,C557413,23176,ABC TREASURE BOOK BOX ,-1,2011-06-20 11:39,2.25,14701.0,United Kingdom
167644,C557413,23193,BUFFALO BILL TREASURE BOOK BOX,-1,2011-06-20 11:39,2.25,14701.0,United Kingdom
167823,C557463,22606,WOODEN SKITTLES GARDEN SET,-4,2011-06-20 13:03,3.25,14584.0,United Kingdom
167825,C557465,22057,CERAMIC PLATE STRAWBERRY DESIGN,-3,2011-06-20 13:07,1.49,14796.0,United Kingdom
167909,C557467,23239,SET OF 4 KNICK KNACK TINS POPPIES,-1,2011-06-20 13:13,4.15,17157.0,United Kingdom
167910,C557467,23237,SET OF 4 KNICK KNACK TINS LEAVES ,-2,2011-06-20 13:13,4.15,17157.0,United Kingdom
168166,C557475,84660A,WHITE STITCHED WALL CLOCK,-1,2011-06-20 13:33,3.75,13517.0,United Kingdom
168184,C557478,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-3,2011-06-20 13:52,4.25,13408.0,United Kingdom
168185,C557479,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-2,2011-06-20 13:56,4.25,16700.0,United Kingdom
168277,C557487,21877,HOME SWEET HOME MUG,-19,2011-06-20 14:44,1.25,14796.0,United Kingdom
168357,C557505,22960,JAM MAKING SET WITH JARS,-5,2011-06-20 16:05,3.75,17490.0,United Kingdom
168358,C557508,23167,SMALL CERAMIC TOP STORAGE JAR ,-480,2011-06-20 16:13,0.69,16684.0,United Kingdom
168359,C557508,23166,MEDIUM CERAMIC TOP STORAGE JAR,-240,2011-06-20 16:13,1.04,16684.0,United Kingdom
168363,C557512,22922,FRIDGE MAGNETS US DINER ASSORTED,-24,2011-06-20 16:52,0.85,15700.0,United Kingdom
168364,C557512,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,-2,2011-06-20 16:52,4.25,15700.0,United Kingdom
168365,C557512,21390,FILIGRIS HEART WITH BUTTERFLY,-3,2011-06-20 16:52,1.25,15700.0,United Kingdom
168385,C557515,72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,-1,2011-06-20 17:05,4.25,17463.0,United Kingdom
168386,C557515,22470,HEART OF WICKER LARGE,-2,2011-06-20 17:05,2.95,17463.0,United Kingdom
168387,C557515,23322,LARGE WHITE HEART OF WICKER,-1,2011-06-20 17:05,2.95,17463.0,United Kingdom
168388,C557515,21429,RED GINGHAM ROSE JEWELLERY BOX,-1,2011-06-20 17:05,1.95,17463.0,United Kingdom
168389,C557516,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,-1,2011-06-20 17:07,8.5,17651.0,United Kingdom
168390,C557516,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-2,2011-06-20 17:07,3.29,17651.0,United Kingdom
168408,C557519,22784,LANTERN CREAM GAZEBO ,-1,2011-06-20 17:15,4.95,16739.0,United Kingdom
168409,C557519,21535,RED RETROSPOT SMALL MILK JUG,-1,2011-06-20 17:15,2.55,16739.0,United Kingdom
168410,C557519,21844,RED RETROSPOT MUG,-1,2011-06-20 17:15,2.95,16739.0,United Kingdom
168411,C557520,22784,LANTERN CREAM GAZEBO ,-1,2011-06-20 17:18,4.95,15291.0,United Kingdom
168412,C557520,21668,RED STRIPE CERAMIC DRAWER KNOB,-3,2011-06-20 17:18,1.25,15291.0,United Kingdom
168413,C557521,84422,PINK/BLUE DISC/MIRROR STRING,-48,2011-06-20 17:20,0.39,13694.0,United Kingdom
